pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,merged_using,conflict,forward_links,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
1963993,sightmachine/SimpleSeer,python,1076,1377091578,1377091582,1377091582,0,0,github,false,false,8,1,0,7,75,5281,14,35,48,166.82446506343496,9.657261882219277,17.420943003219087,6,Tendrid,159,1.0,4,false,false
1957642,sightmachine/SimpleSeer,python,1075,1377003512,1377003516,1377003516,0,0,github,false,false,8,1,0,3,74,5238,0,16,7,190.5307369224895,9.736540664375717,17.563955708285608,6,Tendrid,158,1.0,4,false,false
1953236,sightmachine/SimpleSeer,python,1074,1376933571,1376933575,1376933575,0,0,github,false,false,8,1,0,3,74,5238,0,48,3,189.38526155021,9.736540664375717,17.563955708285608,6,Tendrid,157,1.0,4,false,false
1952938,sightmachine/SimpleSeer,python,1073,1376930506,1376930524,1376930524,0,0,github,false,false,8,2,0,9,74,5240,28,140,16,170.03816793893128,9.541984732824428,17.557251908396946,6,Tendrid,156,1.0,4,false,false
1951789,sightmachine/SimpleSeer,python,1072,1376918241,1377004703,1377004703,1441,1441,github,false,false,8,3,0,12,74,5240,120,224,33,170.03816793893128,9.541984732824428,17.557251908396946,6,brooksryba,226,0.9734513274336283,4,false,false
2006931,sightmachine/SimpleSeer,python,1071,1376582184,1376582305,1376582306,2,2,github,false,false,9,0,0,0,74,5240,0,0,0,170.03816793893128,9.541984732824428,17.557251908396946,6,brooksryba,225,0.9733333333333334,3,false,false
1937725,sightmachine/SimpleSeer,python,1070,1376580632,1376580649,1376580649,0,0,github,false,false,9,1,0,2,74,5239,103,0,11,170.07062416491698,9.543806069860661,17.560603168543615,6,demaagdk,182,1.0,2,false,false
1925215,sightmachine/SimpleSeer,python,1069,1376321564,1377105745,1377105745,13069,13069,github,false,false,8,19,3,11,73,5239,637,98,235,170.07062416491698,9.543806069860661,17.560603168543615,6,ahomatthew,107,0.9813084112149533,0,false,false
1915591,sightmachine/SimpleSeer,python,1068,1376068997,1376312054,1376312055,4050,4050,github,false,false,8,9,1,6,73,5132,138,0,63,173.6165237724084,9.742790335151987,17.926734216679655,5,brooksryba,224,0.9732142857142857,3,false,false
1915582,sightmachine/SimpleSeer,python,1067,1376068930,1376068934,1376068934,0,0,github,false,false,8,1,0,1,73,5132,9,0,13,173.6165237724084,9.742790335151987,17.926734216679655,5,Tendrid,155,1.0,3,false,false
1915554,sightmachine/SimpleSeer,python,1066,1376068499,1376068505,1376068505,0,0,github,false,false,8,2,0,2,73,5132,0,15,2,171.47310989867498,9.35307872174591,17.73187840997662,5,Tendrid,154,1.0,3,false,false
1915299,sightmachine/SimpleSeer,python,1065,1376065229,1376065241,1376065241,0,0,github,false,false,8,2,0,2,73,5132,0,0,9,171.47310989867498,9.35307872174591,17.73187840997662,5,brooksryba,223,0.9730941704035875,3,false,false
1914955,sightmachine/SimpleSeer,python,1064,1376060289,1376070664,1376070664,172,172,github,false,false,8,1,1,1,73,5132,0,0,8,171.47310989867498,9.35307872174591,17.73187840997662,5,ahomatthew,106,0.9811320754716981,0,false,false
1914737,sightmachine/SimpleSeer,python,1063,1376057213,1376057231,1376057232,0,0,github,false,false,8,1,0,2,73,5132,5,0,5,171.47310989867498,9.35307872174591,17.73187840997662,5,Tendrid,153,1.0,3,false,false
1910777,sightmachine/SimpleSeer,python,1062,1375984673,1375985263,1375985263,9,9,github,false,false,8,2,0,8,74,5051,60,0,7,147.2975648386458,7.523262720253415,14.056622450999802,5,brooksryba,222,0.972972972972973,3,false,false
1910435,sightmachine/SimpleSeer,python,1061,1375980605,1376048532,1376048532,1132,1132,github,false,false,8,3,0,3,73,5051,78,156,11,147.2975648386458,7.523262720253415,14.056622450999802,5,Tendrid,152,1.0,3,false,false
1909247,sightmachine/SimpleSeer,python,1060,1375965634,1375967749,1375967749,35,35,github,false,false,8,7,0,9,73,5026,376,28,103,134.10266613609232,6.963788300835654,12.335853561480302,10,brooksryba,221,0.9728506787330317,6,false,false
1903717,sightmachine/SimpleSeer,python,1059,1375882800,1375887035,1375887035,70,70,github,false,false,8,3,0,3,73,5027,103,0,28,134.07598965585836,6.96240302367217,12.333399641933559,5,brooksryba,220,0.9727272727272728,3,false,false
1902998,sightmachine/SimpleSeer,python,1058,1375876476,1375876494,1375876494,0,0,github,false,false,8,2,0,1,73,5022,5,0,6,134.20947829549982,6.969334926324174,12.345679012345679,5,brooksryba,219,0.9726027397260274,3,false,false
1898501,sightmachine/SimpleSeer,python,1057,1375811367,1375874575,1375874576,1053,1053,github,false,false,8,2,0,3,73,5011,38,0,14,134.50409099980044,6.984633805627619,12.37277988425464,5,brooksryba,218,0.9724770642201835,3,false,false
1898439,sightmachine/SimpleSeer,python,1056,1375810455,1375810461,1375810461,0,0,github,false,false,8,1,0,1,73,5011,20,0,9,134.50409099980044,6.984633805627619,12.37277988425464,5,Tendrid,151,1.0,3,false,false
1897801,sightmachine/SimpleSeer,python,1055,1375803137,1375807994,1375807994,80,80,github,false,false,8,7,0,19,73,4958,248,0,56,135.94191206131504,7.059298104074223,12.505042355788625,10,brooksryba,217,0.9723502304147466,6,false,false
1893455,sightmachine/SimpleSeer,python,1054,1375726248,1375968137,1375968137,4031,4031,github,false,false,8,14,2,9,73,4958,34,81,27,135.94191206131504,7.059298104074223,12.505042355788625,5,ahomatthew,105,0.9809523809523809,0,false,false
1892980,sightmachine/SimpleSeer,python,1053,1375720090,1375720094,1375720095,0,0,github,false,false,8,2,0,1,73,4958,0,0,1,135.94191206131504,7.059298104074223,12.505042355788625,5,brooksryba,216,0.9722222222222222,3,false,false
1892930,sightmachine/SimpleSeer,python,1052,1375719356,1375719366,1375719367,0,0,github,false,false,8,2,0,1,73,4958,0,0,0,135.94191206131504,7.059298104074223,12.505042355788625,5,brooksryba,215,0.9720930232558139,3,false,false
1892702,sightmachine/SimpleSeer,python,1051,1375716916,1375716932,1375716932,0,0,github,false,false,8,2,0,1,73,4955,5,0,6,136.0242179616549,7.063572149344097,12.512613521695258,5,brooksryba,214,0.9719626168224299,3,false,false
1892202,sightmachine/SimpleSeer,python,1050,1375710511,1375710702,1375710702,3,3,github,false,false,8,2,0,3,73,4912,50,0,66,137.21498371335505,7.125407166123778,12.62214983713355,5,ahomatthew,104,0.9807692307692307,0,false,false
1891682,sightmachine/SimpleSeer,python,1049,1375704414,1375708006,1375708006,59,59,github,false,false,8,6,0,4,73,4912,0,0,95,137.21498371335505,7.125407166123778,12.62214983713355,5,brooksryba,213,0.971830985915493,3,false,false
1886092,sightmachine/SimpleSeer,python,1047,1375544053,1375544059,1375544059,0,0,github,false,false,8,3,0,2,73,4899,25,0,13,137.57909777505614,7.144315166360482,12.655644008981426,5,demaagdk,181,1.0,2,false,false
1886091,sightmachine/SimpleSeer,python,1046,1375544017,1375544020,1375544020,0,0,github,false,false,8,2,0,1,73,4899,2,0,57,137.57909777505614,7.144315166360482,12.655644008981426,5,ahomatthew,103,0.9805825242718447,0,false,false
1886000,sightmachine/SimpleSeer,python,1045,1375541123,1375541126,1375541126,0,0,github,false,false,8,1,0,1,73,4899,4,0,56,137.57909777505614,7.144315166360482,12.655644008981426,5,ahomatthew,102,0.9803921568627451,0,false,false
1885843,sightmachine/SimpleSeer,python,1044,1375536407,1375536432,1375536432,0,0,github,false,false,8,1,0,5,73,4899,28,0,58,137.57909777505614,7.144315166360482,12.655644008981426,5,brooksryba,212,0.9716981132075472,3,false,false
1884899,sightmachine/SimpleSeer,python,1043,1375502283,1375502287,1375502287,0,0,github,false,false,8,1,0,1,73,4899,0,0,32,137.57909777505614,7.144315166360482,12.655644008981426,5,Tendrid,150,1.0,3,false,false
1884863,sightmachine/SimpleSeer,python,1042,1375501215,1375501220,1375501220,0,0,github,false,false,8,1,0,2,73,4899,6,0,54,137.57909777505614,7.144315166360482,12.655644008981426,5,Tendrid,149,1.0,3,false,false
1884186,sightmachine/SimpleSeer,python,1041,1375477843,1375489102,1375489102,187,187,github,false,false,8,6,0,3,73,4899,9,0,54,137.57909777505614,7.144315166360482,12.655644008981426,5,ahomatthew,101,0.9801980198019802,0,false,false
1883619,sightmachine/SimpleSeer,python,1040,1375468578,1375468585,1375468585,0,0,github,false,false,8,2,0,1,73,4899,0,0,2,137.57909777505614,7.144315166360482,12.655644008981426,5,brooksryba,211,0.9715639810426541,3,false,false
1883557,sightmachine/SimpleSeer,python,1039,1375467827,1375467839,1375467839,0,0,github,false,false,8,2,0,1,73,4899,3,0,7,137.57909777505614,7.144315166360482,12.655644008981426,5,brooksryba,210,0.9714285714285714,3,false,false
1883550,sightmachine/SimpleSeer,python,1038,1375467760,1375467766,1375467766,0,0,github,false,false,8,1,0,1,73,4895,10,0,3,137.6915219611849,7.150153217568948,12.665985699693564,5,demaagdk,180,1.0,2,false,false
1882113,sightmachine/SimpleSeer,python,1037,1375448845,1375448851,1375448851,0,0,github,false,false,7,1,0,1,73,4888,9,0,8,137.88870703764323,7.160392798690671,12.684124386252046,5,demaagdk,179,1.0,2,false,false
1878846,sightmachine/SimpleSeer,python,1036,1375389182,1375389203,1375389203,0,0,github,false,false,7,3,0,2,74,4888,4,0,3,137.88870703764323,7.160392798690671,12.684124386252046,5,demaagdk,178,1.0,2,false,false
1871180,sightmachine/SimpleSeer,python,1034,1375278039,1375363913,1375363913,1431,1431,github,false,false,7,3,0,2,73,4886,14,0,54,137.94514940646746,7.163323782234958,12.689316414244782,5,ahomatthew,100,0.98,0,false,false
1870975,sightmachine/SimpleSeer,python,1033,1375275521,1375275526,1375275526,0,0,github,false,false,7,1,0,1,73,4885,9,0,4,137.97338792221083,7.164790174002047,12.691914022517912,5,ahomatthew,99,0.9797979797979798,0,false,false
1860703,sightmachine/SimpleSeer,python,1031,1375117999,1375118003,1375118003,0,0,github,false,false,7,2,0,1,73,4885,325,0,0,137.97338792221083,7.164790174002047,12.691914022517912,5,ahomatthew,98,0.9795918367346939,0,false,false
1859879,sightmachine/SimpleSeer,python,1030,1375108519,1375108540,1375108540,0,0,github,false,false,8,3,0,4,73,4885,11,0,38,137.97338792221083,7.164790174002047,12.691914022517912,5,brooksryba,209,0.9712918660287081,3,false,false
1859480,sightmachine/SimpleSeer,python,1029,1375104440,1375104461,1375104462,0,0,github,false,false,8,2,0,1,73,4885,10,0,17,137.97338792221083,7.164790174002047,12.691914022517912,5,brooksryba,208,0.9711538461538461,3,false,false
1844526,sightmachine/SimpleSeer,python,1028,1374865579,1374865586,1374865587,0,0,github,false,false,8,3,0,1,73,4883,6,0,0,138.02989965185336,7.16772475936924,12.697112430882655,5,demaagdk,177,1.0,2,false,false
1840505,sightmachine/SimpleSeer,python,1027,1374836987,1375378199,1375378200,9020,9020,github,false,false,8,2,0,1,73,4846,0,0,0,124.63887742468015,8.254230293025175,11.968633924886504,5,oostendo,34,1.0,12,false,false
1835945,sightmachine/SimpleSeer,python,1026,1374775385,1374775503,1374775504,1,1,github,false,false,8,1,0,3,72,4846,15,0,35,124.63887742468015,8.254230293025175,11.968633924886504,5,brooksryba,207,0.9710144927536232,3,false,false
1835809,sightmachine/SimpleSeer,python,1025,1374773680,1374773685,1374773685,0,0,github,false,false,8,19,0,23,73,4764,5356,0,134,126.78421494542403,8.39630562552477,12.174643157010916,5,Tendrid,148,1.0,3,true,false
1834160,sightmachine/SimpleSeer,python,1024,1374759362,1374765029,1374765030,94,94,github,false,false,8,8,0,8,72,4847,4982,0,66,124.6131627811017,8.252527336496803,11.966164637920365,5,brooksryba,206,0.970873786407767,3,false,false
1833736,sightmachine/SimpleSeer,python,1023,1374756210,1374765030,1374765031,147,147,github,false,false,8,2,0,4,72,4847,4888,0,4,124.6131627811017,8.252527336496803,11.966164637920365,5,ahomatthew,97,0.979381443298969,0,false,false
1828736,sightmachine/SimpleSeer,python,1022,1374694121,,1374755303,1019,,unknown,false,false,8,2,0,6,72,4847,479,0,0,124.6131627811017,8.252527336496803,11.966164637920365,5,ahomatthew,96,0.9895833333333334,0,false,false
1826398,sightmachine/SimpleSeer,python,1021,1374674499,1374674516,1374674517,0,0,github,false,false,8,1,0,4,72,4847,168,0,44,124.6131627811017,8.252527336496803,11.966164637920365,5,brooksryba,205,0.9707317073170731,3,false,false
1825594,sightmachine/SimpleSeer,python,1020,1374666164,1374668286,1374668287,35,35,github,false,false,8,5,0,11,72,4764,194,0,12,126.78421494542403,8.39630562552477,12.174643157010916,10,brooksryba,204,0.9705882352941176,6,false,false
1825295,sightmachine/SimpleSeer,python,1019,1374662484,1374662504,1374662504,0,0,github,false,false,8,250,0,127,72,3959,3648,0,1843,154.58449103308917,10.861328618337964,16.923465521596363,5,Tendrid,147,1.0,3,true,false
1814216,sightmachine/SimpleSeer,python,1018,1374583213,1374583218,1374583219,0,0,github,false,false,8,2,0,1,72,4764,2,0,18,126.78421494542403,8.39630562552477,12.174643157010916,5,brooksryba,203,0.9704433497536946,3,false,false
1814188,sightmachine/SimpleSeer,python,1017,1374583061,1374583086,1374583086,0,0,github,false,false,8,3,0,2,71,4764,50,0,48,126.78421494542403,8.39630562552477,12.174643157010916,5,brooksryba,202,0.9702970297029703,3,false,false
1809426,sightmachine/SimpleSeer,python,1016,1374518159,1374518168,1374518169,0,0,github,false,false,8,2,0,2,71,4764,4,0,23,126.78421494542403,8.39630562552477,12.174643157010916,5,brooksryba,201,0.9701492537313433,3,false,false
1809169,sightmachine/SimpleSeer,python,1015,1374515192,1374515745,1374515746,9,9,github,false,false,8,4,0,8,71,4764,297,0,174,126.78421494542403,8.39630562552477,12.174643157010916,5,brooksryba,200,0.97,3,false,false
1808074,sightmachine/SimpleSeer,python,1014,1374505028,1374505031,1374505031,0,0,github,false,false,8,1,0,1,71,4761,7,0,14,126.86410417979415,8.401596303297627,12.18231463978156,5,Tendrid,146,1.0,3,false,false
2006528,sightmachine/SimpleSeer,python,1013,1374184794,1374184798,1374184798,0,0,github,false,false,8,0,0,0,70,4762,0,0,0,126.83746325073497,8.399832003359933,12.179756404871902,5,demaagdk,176,1.0,2,false,false
1793112,sightmachine/SimpleSeer,python,1012,1374173869,1374174055,1374174056,3,3,github,false,false,8,1,0,1,70,4741,28,0,11,127.39928285171906,8.437038599451592,12.23370596920481,5,oostendo,33,1.0,12,false,false
1785837,sightmachine/SimpleSeer,python,1011,1374072247,1374072260,1374072261,0,0,github,false,false,8,2,0,1,70,4741,0,0,1,127.39928285171906,8.437038599451592,12.23370596920481,5,brooksryba,199,0.9698492462311558,3,false,false
1785266,sightmachine/SimpleSeer,python,1010,1374066229,1374066240,1374066240,0,0,github,false,false,8,2,0,1,70,4741,0,0,4,127.39928285171906,8.437038599451592,12.23370596920481,5,brooksryba,198,0.9696969696969697,3,false,false
1785216,sightmachine/SimpleSeer,python,1009,1374065686,1374066025,1374066026,5,5,github,false,false,8,1,0,6,69,4741,8,0,93,127.39928285171906,8.437038599451592,12.23370596920481,10,brooksryba,197,0.9695431472081218,6,false,false
1781235,sightmachine/SimpleSeer,python,1008,1373996689,1373996740,1373996741,0,0,github,false,false,8,3,0,2,69,4741,0,0,24,127.39928285171906,8.437038599451592,12.23370596920481,5,brooksryba,196,0.9693877551020408,3,false,false
1780955,sightmachine/SimpleSeer,python,1007,1373995397,1373995965,1373995965,9,9,github,false,false,8,3,0,2,69,4741,109,0,69,127.39928285171906,8.437038599451592,12.23370596920481,5,ahomatthew,95,0.9894736842105263,0,false,false
1780699,sightmachine/SimpleSeer,python,1006,1373993710,1373993733,1373993734,0,0,github,false,false,8,1,0,1,69,4741,11,0,14,127.39928285171906,8.437038599451592,12.23370596920481,5,brooksryba,195,0.9692307692307692,3,false,false
1779116,sightmachine/SimpleSeer,python,1005,1373980782,1373980787,1373980787,0,0,github,false,false,8,1,0,2,69,4741,24,0,13,127.39928285171906,8.437038599451592,12.23370596920481,5,demaagdk,175,1.0,2,false,false
1775057,sightmachine/SimpleSeer,python,1004,1373912284,1373912289,1373912289,0,0,github,false,false,8,1,0,2,69,4741,0,0,0,127.39928285171906,8.437038599451592,12.23370596920481,5,brooksryba,194,0.9690721649484536,3,false,false
1765481,sightmachine/SimpleSeer,python,1003,1373650126,1373650139,1373650139,0,0,github,false,false,8,2,0,1,68,4741,1,0,79,127.39928285171906,8.437038599451592,12.23370596920481,5,ahomatthew,94,0.9893617021276596,0,false,false
1765451,sightmachine/SimpleSeer,python,1002,1373649666,1373649669,1373649669,0,0,github,false,false,8,3,0,1,68,4741,15,0,154,127.39928285171906,8.437038599451592,12.23370596920481,5,ahomatthew,93,0.989247311827957,0,false,false
1765312,sightmachine/SimpleSeer,python,1001,1373647878,1373647881,1373647881,0,0,github,false,false,8,2,0,1,67,4741,0,0,47,127.39928285171906,8.437038599451592,12.23370596920481,5,ahomatthew,92,0.9891304347826086,0,false,false
1765309,sightmachine/SimpleSeer,python,1000,1373647824,1373647829,1373647830,0,0,github,false,false,8,1,0,2,67,4741,3,0,122,127.39928285171906,8.437038599451592,12.23370596920481,5,ahomatthew,91,0.989010989010989,0,false,false
1764727,sightmachine/SimpleSeer,python,999,1373639325,1373639330,1373639330,0,0,github,false,false,8,2,0,1,67,4741,5,0,74,127.39928285171906,8.437038599451592,12.23370596920481,5,ahomatthew,90,0.9888888888888889,0,false,false
1764330,sightmachine/SimpleSeer,python,998,1373634933,1373634971,1373634971,0,0,github,false,false,8,2,0,1,67,4741,11,0,13,127.39928285171906,8.437038599451592,12.23370596920481,5,brooksryba,193,0.9689119170984456,3,false,false
1760685,sightmachine/SimpleSeer,python,997,1373565471,1373565477,1373565477,0,0,github,false,false,8,1,0,4,67,4732,30,0,27,127.64158918005073,8.4530853761623,12.256973795435332,5,demaagdk,174,1.0,2,false,false
1760159,sightmachine/SimpleSeer,python,996,1373559770,1373559775,1373559775,0,0,github,false,false,8,1,0,3,67,4732,12,0,18,127.64158918005073,8.4530853761623,12.256973795435332,5,demaagdk,173,1.0,2,false,false
1760111,sightmachine/SimpleSeer,python,995,1373559247,1373559256,1373559256,0,0,github,false,false,8,1,0,1,67,4732,0,0,0,127.64158918005073,8.4530853761623,12.256973795435332,5,brooksryba,192,0.96875,3,false,false
1759996,sightmachine/SimpleSeer,python,994,1373557755,1373557760,1373557760,0,0,github,false,false,8,3,0,6,67,4681,86,0,21,129.03225806451613,8.545182653279214,12.39051484725486,5,demaagdk,172,1.0,2,false,false
1759893,sightmachine/SimpleSeer,python,993,1373556552,1373556574,1373556574,0,0,github,false,false,8,2,0,1,66,4681,0,0,1,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,191,0.9685863874345549,3,false,false
1759643,sightmachine/SimpleSeer,python,992,1373552996,1373553024,1373553024,0,0,github,false,false,8,2,0,3,66,4681,0,0,19,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,190,0.968421052631579,3,false,false
1759019,sightmachine/SimpleSeer,python,991,1373546448,1373546476,1373546476,0,0,github,false,false,8,3,0,6,66,4681,2,0,181,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,189,0.9682539682539683,3,false,false
1755566,sightmachine/SimpleSeer,python,990,1373481777,1373481800,1373481800,0,0,github,false,false,8,7,0,7,66,4681,45,0,233,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,188,0.9680851063829787,3,false,false
1755338,sightmachine/SimpleSeer,python,989,1373478989,1373478992,1373478992,0,0,github,false,false,8,3,0,2,66,4681,34,0,138,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,89,0.9887640449438202,0,false,false
1755118,sightmachine/SimpleSeer,python,988,1373476395,1373476399,1373476399,0,0,github,false,false,8,2,0,1,65,4681,6,0,67,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,88,0.9886363636363636,0,false,false
1754992,sightmachine/SimpleSeer,python,987,1373474703,1373474708,1373474708,0,0,github,false,false,8,2,0,1,65,4681,23,0,66,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,87,0.9885057471264368,0,false,false
1754858,sightmachine/SimpleSeer,python,986,1373473097,1373473103,1373473103,0,0,github,false,false,8,1,0,2,65,4681,8,0,106,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,86,0.9883720930232558,0,false,false
1754331,sightmachine/SimpleSeer,python,985,1373465650,1373465701,1373465701,0,0,github,false,false,8,4,0,3,65,4681,32,0,99,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,187,0.9679144385026738,3,false,false
1754298,sightmachine/SimpleSeer,python,984,1373465264,1373465267,1373465267,0,0,github,false,false,8,2,0,2,65,4681,0,0,38,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,85,0.9882352941176471,0,false,false
1754165,sightmachine/SimpleSeer,python,983,1373463681,1373463686,1373463686,0,0,github,false,false,8,1,0,5,65,4681,75,0,141,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,84,0.9880952380952381,0,false,false
1753654,sightmachine/SimpleSeer,python,982,1373458106,1373458109,1373458109,0,0,github,false,false,8,5,0,2,64,4681,8,0,10,129.03225806451613,8.545182653279214,12.39051484725486,5,Tendrid,145,1.0,3,false,false
1750608,sightmachine/SimpleSeer,python,981,1373396494,1373396500,1373396500,0,0,github,false,false,8,5,0,2,64,4681,197,0,130,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,186,0.967741935483871,3,false,false
1762857,sightmachine/SimpleSeer,python,980,1373390117,1373390226,1373390226,1,1,github,false,false,8,4,0,2,64,4681,56,0,58,129.03225806451613,8.545182653279214,12.39051484725486,5,Tendrid,144,1.0,3,false,false
1762847,sightmachine/SimpleSeer,python,979,1373389331,1373389338,1373389338,0,0,github,false,false,8,2,0,1,64,4681,0,0,7,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,185,0.9675675675675676,3,false,false
1750123,sightmachine/SimpleSeer,python,978,1373388461,1373388852,1373388852,6,6,github,false,false,8,4,0,3,63,4681,1,0,17,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,184,0.967391304347826,3,false,false
1750079,sightmachine/SimpleSeer,python,977,1373388192,1373388194,1373388194,0,0,github,false,false,8,2,0,1,63,4681,6,0,11,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,83,0.9879518072289156,0,false,false
1750048,sightmachine/SimpleSeer,python,976,1373387709,1373387713,1373387713,0,0,github,false,false,8,1,0,1,63,4681,37,0,31,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,82,0.9878048780487805,0,false,false
1749610,sightmachine/SimpleSeer,python,975,1373384203,1373384218,1373384218,0,0,github,false,false,8,3,0,2,63,4681,178,0,59,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,183,0.9672131147540983,3,false,false
1749265,sightmachine/SimpleSeer,python,974,1373382939,1373382942,1373382942,0,0,github,false,false,8,2,0,3,63,4681,101,0,40,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,81,0.9876543209876543,0,false,false
1762793,sightmachine/SimpleSeer,python,973,1373380765,1373380768,1373380769,0,0,github,false,false,8,2,0,1,62,4681,79,0,26,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,80,0.9875,0,false,false
1762763,sightmachine/SimpleSeer,python,972,1373377932,1373377939,1373377940,0,0,github,false,false,8,1,0,1,62,4681,170,0,25,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,79,0.9873417721518988,0,false,false
1762726,sightmachine/SimpleSeer,python,971,1373375361,1373375365,1373375365,0,0,github,false,false,8,2,0,1,62,4681,46,0,24,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,78,0.9871794871794872,0,false,false
1747137,sightmachine/SimpleSeer,python,970,1373374863,1373376993,1373376993,35,35,github,false,false,8,6,0,4,62,4681,445,0,34,129.03225806451613,8.545182653279214,12.39051484725486,5,brooksryba,182,0.967032967032967,3,false,false
1793059,sightmachine/SimpleSeer,python,969,1373373764,1373373768,1373373768,0,0,github,false,false,8,2,0,1,62,4681,101,0,18,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,77,0.987012987012987,0,false,false
1745967,sightmachine/SimpleSeer,python,968,1373370470,1373370476,1373370477,0,0,github,false,false,8,3,0,2,61,4681,75,0,34,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,76,0.9868421052631579,0,false,false
1762511,sightmachine/SimpleSeer,python,967,1373306229,1373306237,1373306237,0,0,github,false,false,8,2,0,1,61,4681,10,0,15,129.03225806451613,8.545182653279214,12.39051484725486,5,ahomatthew,75,0.9866666666666667,0,false,false
