Overriding configuration attach_ip=0.0.0.0 with cmd line 130.161.159.244
pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
1358004,MrMasochism/Pixelmon,java,846,1365667560,1365667630,1365667630,1,1,1,1,0,1,33,96465,58,0,1,0.0,0.0,0.0,25,ZeeCount,2,1.0,0,false,false
1358002,MrMasochism/Pixelmon,java,845,1365667540,1365667629,1365667629,1,1,1,2,0,2,33,96465,73,0,10,0.0,0.0,0.0,50,ZeeCount,1,1.0,0,false,false
1345587,MrMasochism/Pixelmon,java,843,1365407515,1365407702,1365407702,3,3,1,3,0,46,33,94661,9453,0,119,0.0,0.0,0.0,50,ZeeCount,0,0,0,false,false
1339203,MrMasochism/Pixelmon,java,837,1365197158,1365367259,1365367259,2835,2835,1,6,0,10,33,94436,423,0,9,0.0,0.0,0.0,48,Grethen77,8,0.75,0,false,false
1337542,MrMasochism/Pixelmon,java,834,1365168697,1365366537,1365366537,3297,3297,1,1,0,1,33,94071,62,0,1,0.0,0.0,0.0,48,kengaboa,1,1.0,0,false,false
1335258,MrMasochism/Pixelmon,java,831,1365113395,1365113783,1365113783,6,6,1,3,0,3,33,94173,236,0,4,0.0,0.0,0.0,24,kengaboa,0,0,0,false,false
1328558,MrMasochism/Pixelmon,java,827,1364955975,1364974767,1364974767,313,313,1,12,0,17,33,93545,360,0,60,0.0,0.0,0.0,48,Hiroku,25,0.68,0,false,true
1328461,MrMasochism/Pixelmon,java,826,1364953578,1364973820,1364973820,337,337,1,1,0,4,33,93545,535,0,19,0.0,0.0,0.0,24,LightAdept,13,0.6153846153846154,0,false,false
1278817,MrMasochism/Pixelmon,java,755,1363748684,1363810876,1363810876,1036,1036,1,4,0,3,33,91927,537,0,12,0.0,0.0,0.0,46,LightAdept,12,0.5833333333333334,0,false,false
1259853,MrMasochism/Pixelmon,java,750,1363309089,1363315516,1363315516,107,107,1,2,0,2,32,91758,52,0,40,0.0,0.0,0.0,23,NearEDGE,0,0,0,false,false
1212658,MrMasochism/Pixelmon,java,744,1362179349,1362424881,1362424881,4092,4092,1,1,0,3,31,89953,1795,0,12,0.0,0.0,0.0,46,LightAdept,11,0.6363636363636364,0,false,false
1181500,MrMasochism/Pixelmon,java,724,1361498914,1361499464,1361499464,9,9,1,1,0,1,35,90523,10,0,3,0.0,0.0,0.0,21,alexbegt,1,1.0,2,false,false
1180451,MrMasochism/Pixelmon,java,723,1361476671,1361521101,1361521101,740,740,1,3,0,5,35,90523,1038,0,77,0.0,0.0,0.0,42,LightAdept,10,0.7,0,false,false
1177362,MrMasochism/Pixelmon,java,722,1361413101,1361422538,1361422538,157,157,1,1,0,4,34,90085,519,0,30,0.0,0.0,0.0,21,LightAdept,9,0.6666666666666666,0,false,false
1168858,MrMasochism/Pixelmon,java,706,1361244590,1361314725,1361314725,1168,1168,1,4,0,10,34,89754,441,0,41,0.0,0.0,0.0,21,LightAdept,8,0.625,0,false,false
1165506,MrMasochism/Pixelmon,java,705,1361184813,1361242356,1361242356,959,959,1,11,0,17,34,85921,3990,0,58,0.0,0.0,0.0,21,LightAdept,7,0.7142857142857143,0,false,false
1159892,MrMasochism/Pixelmon,java,691,1360985692,1361001944,1361001944,270,270,1,1,0,1,30,85926,131,0,3,0.0,0.0,0.0,40,LightAdept,6,0.8333333333333334,0,false,false
1154618,MrMasochism/Pixelmon,java,681,1360870579,1360872778,1360872778,36,36,1,4,0,3,30,85942,456,0,17,0.0,0.0,0.0,20,LightAdept,5,0.8,0,false,false
1151370,MrMasochism/Pixelmon,java,678,1360791793,1360801168,1360801169,156,156,1,3,0,3,30,85451,2386,0,14,0.0,0.0,0.0,40,LightAdept,4,0.75,0,false,false
1147896,MrMasochism/Pixelmon,java,676,1360698859,1360790572,1360790572,1528,1528,1,2,0,8,29,79510,2266,0,8,0.0,0.0,0.0,20,LightAdept,3,0.6666666666666666,0,false,false
1143979,MrMasochism/Pixelmon,java,675,1360578452,,1362424872,30773,,1,5,2,48,28,79513,275,0,0,0.0,0.0,0.0,20,Hiroku,24,0.7083333333333334,0,false,true
1143824,MrMasochism/Pixelmon,java,674,1360572180,1360608346,1360608346,602,602,1,2,0,4,28,79061,1302,0,0,0.0,0.0,0.0,20,JurroRath,1,0.0,0,false,false
1143777,MrMasochism/Pixelmon,java,673,1360569782,1360570118,1360570118,5,5,1,1,0,2,28,79061,490,0,0,0.0,0.0,0.0,20,JurroRath,0,0,0,false,false
1143291,MrMasochism/Pixelmon,java,672,1360534202,1360568543,1360568543,572,572,1,4,0,10,26,76899,2938,0,14,0.0,0.0,0.0,40,LightAdept,2,0.5,0,false,false
1142397,MrMasochism/Pixelmon,java,671,1360467977,1360568564,1360568564,1676,1676,1,4,0,4,25,76900,48,0,12,0.0,0.0,0.0,20,Hiroku,23,0.6956521739130435,0,false,true
961271,MrMasochism/Pixelmon,java,660,1360096863,1360096980,1360096980,1,1,1,1,0,1,26,76487,1,0,2,0.0,0.0,0.0,20,LightAdept,1,1.0,0,false,false
958851,MrMasochism/Pixelmon,java,659,1360040206,1360051799,1360051799,193,193,1,4,0,2,26,75913,557,0,2,0.0,0.0,0.0,40,LightAdept,0,0,0,false,false
1660204,MrMasochism/Pixelmon,java,653,1359110199,,1359168641,974,,1,20,0,16,30,75268,763,0,0,0.0,0.0,0.0,20,Hiroku,22,0.7272727272727273,0,false,true
1727693,MrMasochism/Pixelmon,java,640,1357954269,1357957928,1357957928,60,60,1,2,0,1,36,75117,12,0,1,0.0,0.0,0.0,20,alexbegt,0,0,2,false,false
786234,MrMasochism/Pixelmon,java,636,1357707947,,1357716166,136,,1,3,0,4,35,75090,447,0,10,0.0,0.0,0.0,20,Ultimatium,0,0,0,false,false
785794,MrMasochism/Pixelmon,java,635,1357457783,1357697004,1357697004,3987,3987,1,3,0,4,35,95573,21596,0,1441,0.0,0.0,0.0,20,meeees,24,1.0,2,false,false
764280,MrMasochism/Pixelmon,java,618,1356587212,,1356587939,12,,1,3,0,1,30,95573,32,0,4,0.0,0.0,0.0,40,Jaryt23,48,0.7291666666666666,0,false,false
763840,MrMasochism/Pixelmon,java,617,1356569942,,1360136671,59445,,1,2,0,3,30,95553,420,0,0,0.0,0.0,0.0,20,Yaseen121,3,0.3333333333333333,0,false,false
763592,MrMasochism/Pixelmon,java,616,1356560875,,1356562677,30,,1,10,0,11,30,95462,1888,0,18,0.0,0.0,0.0,20,Hiroku,21,0.7619047619047619,0,false,true
763180,MrMasochism/Pixelmon,java,615,1356548571,,1356576347,462,,1,1,0,1,30,95462,29,0,2,0.0,0.0,0.0,40,Jaryt23,47,0.7446808510638298,0,false,false
903430,MrMasochism/Pixelmon,java,606,1356289097,1356310725,1356310725,360,360,1,3,0,2,30,95453,3,0,16,0.0,0.0,0.0,20,Jaryt23,46,0.7391304347826086,0,false,false
902514,MrMasochism/Pixelmon,java,603,1356201275,1356202156,1356202156,14,14,1,2,0,1,30,95500,28,0,20,0.0,0.0,0.0,40,Jaryt23,45,0.7333333333333333,0,false,false
902509,MrMasochism/Pixelmon,java,602,1356200775,1356200807,1356200807,0,0,1,3,0,1,30,95493,14,0,12,0.0,0.0,0.0,40,Jaryt23,44,0.7272727272727273,0,false,false
902505,MrMasochism/Pixelmon,java,601,1356200440,,1356200469,0,,1,2,0,1,30,95493,14,0,12,0.0,0.0,0.0,40,Jaryt23,43,0.7441860465116279,0,false,false
902487,MrMasochism/Pixelmon,java,600,1356198989,1356199058,1356199058,1,1,1,1,0,2,30,95469,2756,0,6,0.0,0.0,0.0,40,Jaryt23,42,0.7380952380952381,0,false,false
894965,MrMasochism/Pixelmon,java,583,1355857391,1355861435,1355861435,67,67,1,1,0,9,30,95396,111,0,14,0.0,0.0,0.0,20,Jaryt23,41,0.7317073170731707,0,false,false
894716,MrMasochism/Pixelmon,java,578,1355851109,1355857152,1355857152,100,100,1,2,0,5,30,95347,53,0,8,0.0,0.0,0.0,20,Jaryt23,40,0.725,0,false,false
759058,MrMasochism/Pixelmon,java,573,1355789794,1355806610,1355806610,280,280,1,1,0,6,30,94242,1077,0,8,0.0,0.0,0.0,20,Jaryt23,39,0.717948717948718,0,false,false
754470,MrMasochism/Pixelmon,java,571,1355623992,1355628123,1355628123,68,68,1,1,1,1,30,94104,2,0,2,0.0,0.0,0.0,20,Jaryt23,38,0.7105263157894737,0,false,false
754466,MrMasochism/Pixelmon,java,570,1355623648,1355623809,1355623809,2,2,1,1,0,4,30,93852,310,0,4,0.0,0.0,0.0,40,Jaryt23,37,0.7027027027027027,0,false,false
753145,MrMasochism/Pixelmon,java,569,1355554778,1355554812,1355554813,0,0,1,1,0,2,30,93852,8,0,2,0.0,0.0,0.0,40,Jaryt23,36,0.6944444444444444,0,false,false
753139,MrMasochism/Pixelmon,java,568,1355554329,1355554350,1355554350,0,0,1,1,0,1,30,93852,2,0,1,0.0,0.0,0.0,40,Jaryt23,35,0.6857142857142857,0,false,false
753134,MrMasochism/Pixelmon,java,567,1355553754,1355553769,1355553769,0,0,1,3,0,121,30,93843,1706,0,232,0.0,0.0,0.0,20,Jaryt23,34,0.6764705882352942,0,false,false
753129,MrMasochism/Pixelmon,java,566,1355553427,,1355553452,0,,1,1,0,121,30,93843,896,0,121,0.0,0.0,0.0,20,Jaryt23,33,0.696969696969697,0,false,false
753109,MrMasochism/Pixelmon,java,565,1355551494,,1355597187,761,,1,28,0,5,30,74291,4839,0,0,0.0,0.0,0.0,40,GodOfWar526,59,0.9322033898305084,0,false,false
752676,MrMasochism/Pixelmon,java,564,1355524963,1355550223,1355550223,421,421,1,1,0,1,30,74214,20,0,10,0.0,0.0,0.0,20,Jaryt23,32,0.6875,0,false,false
750121,MrMasochism/Pixelmon,java,563,1355449291,1355449332,1355449332,0,0,1,1,0,13,30,73644,1548,0,113,0.0,0.0,0.0,19,Jaryt23,31,0.6774193548387096,0,false,false
893252,MrMasochism/Pixelmon,java,561,1355262346,,1355449460,3118,,1,1,0,12,29,73558,274,0,0,0.0,0.0,0.0,36,Jaryt23,30,0.7,0,false,false
638244,MrMasochism/Pixelmon,java,540,1354516932,1354593976,1354593976,1284,1284,1,3,0,16,29,73496,193,0,76,0.0,0.0,0.0,36,Jaryt23,29,0.6896551724137931,0,false,false
636967,MrMasochism/Pixelmon,java,539,1354507923,1354513533,1354513533,93,93,1,2,0,4,29,73296,264,0,12,0.0,0.0,0.0,36,Jaryt23,28,0.6785714285714286,0,false,false
635788,MrMasochism/Pixelmon,java,538,1354501801,,1354513556,195,,1,2,0,9,29,73221,1030,0,0,0.0,0.0,0.0,36,Jaryt23,27,0.7037037037037037,0,false,false
619902,MrMasochism/Pixelmon,java,537,1354428148,,1354501769,1227,,1,2,1,9,29,73221,1030,0,0,0.0,0.0,0.0,18,Jaryt23,26,0.7307692307692307,0,false,false
598937,MrMasochism/Pixelmon,java,536,1354243863,1354427349,1354427349,3058,3058,1,1,0,1,30,73189,353,0,10,0.0,0.0,0.0,36,Jaryt23,25,0.72,0,false,false
646735,MrMasochism/Pixelmon,java,532,1353804200,1353804220,1353804220,0,0,1,1,0,1,31,73015,47,0,31,0.0,0.0,0.0,18,Jaryt23,24,0.7083333333333334,0,false,false
646736,MrMasochism/Pixelmon,java,531,1353803703,1353803772,1353803772,1,1,1,8,0,26,31,69882,4453,0,194,0.0,0.0,0.0,18,Jaryt23,23,0.6956521739130435,0,false,false
646680,MrMasochism/Pixelmon,java,525,1353558581,1353562721,1353562721,69,69,1,5,0,11,28,70807,85,0,35,0.0,0.0,0.0,18,garrettjones331,24,0.9583333333333334,0,false,false
467875,MrMasochism/Pixelmon,java,498,1352659949,1353122682,1353122682,7712,7712,1,12,2,26,28,70473,1487,0,607,0.0,0.0,0.0,17,Grethen77,6,0.8333333333333334,0,false,false
464860,MrMasochism/Pixelmon,java,484,1352518121,1352535860,1352535860,295,295,1,2,0,4,29,70412,51,0,29,0.0,0.0,0.0,17,Hiroku,20,0.75,0,false,true
464736,MrMasochism/Pixelmon,java,482,1352510389,1352510533,1352510533,2,2,1,18,0,14,29,70250,220,0,102,0.0,0.0,0.0,17,Hiroku,19,0.7368421052631579,0,false,true
464482,MrMasochism/Pixelmon,java,478,1352501301,1352501331,1352501332,0,0,1,1,0,3,29,70248,8,0,23,0.0,0.0,0.0,17,Jaryt23,22,0.6818181818181818,0,false,false
464392,MrMasochism/Pixelmon,java,477,1352499236,1352499362,1352499362,2,2,1,1,0,2,29,70239,33,0,42,0.0,0.0,0.0,17,Jaryt23,21,0.6666666666666666,0,false,false
