pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,git_merged,conflict,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
1781305,puppetlabs/facter,ruby,493,1373997578,1375896928,1375896928,31655,31655,true,false,17,10,7,7,44,6137,56,17,13,2439.7914290369886,119.27651947205476,200.0977676389115,574,sergeyhush,0,0,0,false,false
1774228,puppetlabs/facter,ruby,492,1373902041,1373902296,1373902296,4,4,true,false,18,1,0,1,42,5820,0,0,0,2046.5635738831613,120.96219931271477,194.5017182130584,574,ferventcoder,2,0.0,252,false,false
1774068,puppetlabs/facter,ruby,491,1373899804,,1373902073,37,,false,false,18,1,0,1,42,6125,0,0,0,2444.5714285714284,119.51020408163265,200.48979591836735,574,ferventcoder,1,0.0,252,false,false
1782420,puppetlabs/facter,ruby,490,1373899791,1374013759,1374013759,1899,1899,true,false,18,2,0,0,42,5820,179,0,0,2046.5635738831613,120.96219931271477,194.5017182130584,287,haus,35,0.8857142857142857,22,false,true
1768208,puppetlabs/facter,ruby,485,1373735912,1373738001,1373738001,34,34,false,false,18,1,0,1,41,6124,2,0,3,2444.9706074461137,119.52971913781842,200.52253429131287,574,adedommelin,2,0.0,6,false,false
1768196,puppetlabs/facter,ruby,484,1373735369,,1373739730,72,,false,false,18,3,0,1,40,6124,20,0,0,2444.9706074461137,119.52971913781842,200.52253429131287,287,adedommelin,1,0.0,3,false,false
1767757,puppetlabs/facter,ruby,483,1373722371,1373753879,1373753879,525,525,false,false,18,1,0,1,41,6124,13,0,0,2444.9706074461137,119.52971913781842,200.52253429131287,574,arnoudj,0,0,0,false,false
1767739,puppetlabs/facter,ruby,482,1373721890,,1373737087,253,,false,false,18,2,0,2,40,6124,13,0,0,2444.9706074461137,119.52971913781842,200.52253429131287,574,adedommelin,0,0,6,false,false
1767735,puppetlabs/facter,ruby,481,1373721714,1373735369,1373735369,227,227,false,false,18,1,0,1,40,6124,2,0,0,2444.9706074461137,119.52971913781842,200.52253429131287,574,fpletz,1,0.0,86,false,false
1761983,puppetlabs/facter,ruby,480,1373663451,1374098001,1374098001,7242,7242,true,false,18,3,2,2,40,5820,0,0,3,2046.5635738831613,120.96219931271477,194.5017182130584,287,melissaanne,3,0.0,2,false,false
1766257,puppetlabs/facter,ruby,479,1373662852,,1373663382,8,,false,false,18,2,0,2,40,6124,0,0,0,2444.9706074461137,119.52971913781842,200.52253429131287,287,melissaanne,2,0.0,2,false,false
1764862,puppetlabs/facter,ruby,478,1373641479,1373906130,1373906130,4410,4410,true,false,20,2,0,5,40,6124,13,0,0,2444.9706074461137,119.52971913781842,200.52253429131287,287,sschneid,0,0,5,false,true
1760188,puppetlabs/facter,ruby,476,1373560059,,1374682735,18711,,false,false,20,2,6,3,40,6119,19,2,0,2443.8633763686876,119.62739009642098,200.3595358718745,574,cdemonchy,0,0,2,false,false
1749554,puppetlabs/facter,ruby,475,1373384013,1373484601,1373484601,1676,1676,true,false,19,3,0,5,40,5815,14,38,2,2045.0558899398109,121.06620808254515,194.32502149613072,287,jpartlow,0,0,0,false,true
1702418,puppetlabs/facter,ruby,474,1373043634,1373484470,1373484470,7347,7347,true,false,19,1,0,1,38,6117,0,0,0,2442.7006702632007,119.50302435834558,199.60765080922022,287,stahnma,4,0.25,14,false,true
1690597,puppetlabs/facter,ruby,473,1372870961,1373301798,1373301798,7180,7180,true,false,20,2,0,3,38,6101,9,18,0,2428.4543517456154,119.32470086871005,199.31158826421898,574,ferventcoder,0,0,252,false,false
1681311,puppetlabs/facter,ruby,472,1372786084,,1373320579,8908,,false,false,19,1,0,1,36,6101,0,6,0,2428.4543517456154,119.32470086871005,199.31158826421898,574,haus,33,0.9393939393939394,42,false,true
1679931,puppetlabs/facter,ruby,471,1372770869,1372886033,1372886033,1919,1919,true,false,19,1,1,2,36,6101,0,12,0,2428.4543517456154,119.32470086871005,199.31158826421898,574,jasperla,1,0.0,38,false,false
1677020,puppetlabs/facter,ruby,470,1372714129,1373488685,1373488685,12909,12909,true,false,20,1,0,1,35,5813,0,6,0,2043.6951660072255,120.93583347669018,193.53173920522966,574,joshcooper,12,0.8333333333333334,10,false,true
1668100,puppetlabs/facter,ruby,468,1372458321,,1373471159,16880,,false,false,22,3,0,3,33,6101,6,0,0,2428.4543517456154,119.32470086871005,199.31158826421898,287,eliasp,1,0.0,1,false,false
1667305,puppetlabs/facter,ruby,466,1372444520,1372444806,1372444806,4,4,false,false,20,1,0,0,34,6101,0,0,0,2428.4543517456154,119.32470086871005,199.31158826421898,574,haus,32,0.9375,42,false,true
1666418,puppetlabs/facter,ruby,464,1372431437,1372443672,1372443672,203,203,false,false,20,1,0,0,33,6095,0,0,0,2429.6964725184575,119.27809680065627,199.17965545529123,574,adrienthebo,36,0.5277777777777778,134,false,false
1662874,puppetlabs/facter,ruby,463,1372373169,,1372448200,1250,,false,false,20,1,0,1,33,6095,2,0,0,2429.6964725184575,119.27809680065627,199.17965545529123,574,nibalizer,0,0,86,false,false
1659583,puppetlabs/facter,ruby,462,1372359625,,1372440984,1355,,false,false,20,1,1,2,32,6095,7,8,0,2429.6964725184575,119.27809680065627,199.17965545529123,574,jasperla,0,0,38,false,false
1647619,puppetlabs/facter,ruby,461,1372173686,1372259045,1372259045,1422,1422,true,false,19,1,0,1,32,5813,0,0,3,2043.6951660072255,120.93583347669018,193.53173920522966,574,MosesMendoza,35,0.7428571428571429,4,false,true
1647616,puppetlabs/facter,ruby,460,1372173649,1372258478,1372258478,1413,1413,true,false,19,1,0,1,32,5813,6,0,0,2043.6951660072255,120.93583347669018,193.53173920522966,574,MosesMendoza,34,0.7647058823529411,4,false,true
1647610,puppetlabs/facter,ruby,459,1372173573,1372173617,1372173617,0,0,true,false,19,1,0,1,32,6095,6,0,0,2429.6964725184575,119.27809680065627,199.17965545529123,574,MosesMendoza,33,0.7878787878787878,4,false,true
1625012,puppetlabs/facter,ruby,458,1371245354,1372373434,1372373434,18801,18801,true,false,23,10,12,7,31,6095,92,49,32,2429.6964725184575,119.27809680065627,199.17965545529123,287,dorkmatt,0,0,6,false,false
1595539,puppetlabs/facter,ruby,457,1371193767,,1372983730,29832,,false,false,24,4,4,6,31,6095,16,34,0,2429.6964725184575,119.27809680065627,199.17965545529123,574,beezly,0,0,4,false,false
1562787,puppetlabs/facter,ruby,456,1370568396,,1371070814,8373,,false,false,23,2,0,2,29,6114,4,2,0,2411.350997710173,118.90742558063461,198.23356231599607,574,gposton,0,0,4,false,false
1556546,puppetlabs/facter,ruby,455,1370471462,1370548035,1370548035,1276,1276,true,false,22,1,0,4,30,5809,8,9,16,2043.7252539163367,120.84696161129283,193.32070924427615,574,zaphod42,6,0.6666666666666666,38,false,true
1554983,puppetlabs/facter,ruby,454,1370448945,1370557524,1370557524,1809,1809,true,false,22,1,0,14,29,6105,0,132,3,2393.6117936117935,117.77231777231776,199.34479934479936,574,adrienthebo,35,0.5428571428571428,130,false,false
1547166,puppetlabs/facter,ruby,453,1370425210,,1372884399,40986,,false,false,22,5,4,3,29,6093,17,0,0,2395.535860823896,117.67602166420482,199.40915805022155,574,ccsalvesen,0,0,2,false,false
1550407,puppetlabs/facter,ruby,452,1370374785,1371046874,1371046874,11201,11201,true,false,21,2,0,1,28,6093,0,79,8,2395.535860823896,117.67602166420482,199.40915805022155,574,melissaanne,1,0.0,0,false,false
1547520,puppetlabs/facter,ruby,451,1370372234,,1372996317,43734,,false,false,21,1,1,1,28,6093,23,0,0,2395.535860823896,117.67602166420482,199.40915805022155,574,hogepodge,0,0,0,false,false
1547504,puppetlabs/facter,ruby,450,1370371018,1371162981,1371162981,13199,13199,true,false,21,3,17,20,28,6093,129,114,4,2395.535860823896,117.67602166420482,199.40915805022155,574,melissaanne,0,0,0,false,false
1722319,puppetlabs/facter,ruby,449,1370079959,,1375308341,87139,,false,false,22,1,0,1,27,6093,29,0,0,2395.535860823896,117.67602166420482,199.40915805022155,574,johnnyrun,0,0,2,false,false
1554824,puppetlabs/facter,ruby,448,1370010216,1370446811,1370446811,7276,7276,false,false,22,3,0,2,27,6093,18,23,2,2395.535860823896,117.67602166420482,199.40915805022155,287,aranc23,0,0,0,false,false
1536608,puppetlabs/facter,ruby,447,1369858567,,1370027601,2817,,false,false,22,1,0,1,26,6093,35,0,0,2395.535860823896,117.67602166420482,199.40915805022155,574,shakedown,0,0,2,false,true
1536506,puppetlabs/facter,ruby,446,1369857275,,1372444719,43124,,false,false,22,6,13,35,26,6093,127,371,0,2395.535860823896,117.67602166420482,199.40915805022155,287,emmafurth,0,0,0,false,false
1531268,puppetlabs/facter,ruby,445,1369777315,1369778688,1369778688,22,22,true,false,22,3,0,2,26,5804,21,271,0,2041.1784975878704,121.12336319779463,195.72708476912473,574,zaphod42,5,0.8,38,false,true
1531266,puppetlabs/facter,ruby,444,1369777249,1369839910,1369839910,1044,1044,true,false,22,2,0,2,26,6109,54,0,28,2389.261744966443,117.36781797348175,198.88688819774103,574,ajroetker,0,0,2,false,true
1531158,puppetlabs/facter,ruby,443,1369775366,1369784333,1369784333,149,149,true,false,22,1,0,1,26,6109,39,0,0,2389.261744966443,117.36781797348175,198.88688819774103,574,briancain,0,0,2,false,true
1512021,puppetlabs/facter,ruby,442,1369254491,,1370027272,12879,,false,false,22,1,0,2,23,6109,24,30,0,2389.261744966443,117.36781797348175,198.88688819774103,287,wfarr,0,0,105,false,false
1506362,puppetlabs/facter,ruby,441,1369162331,1369164890,1369164891,42,42,false,false,22,1,0,1,24,6088,2,0,6,2398.4888304862025,117.6084099868594,199.40867279894874,574,jaeheung90,0,0,0,false,false
1463810,puppetlabs/facter,ruby,440,1368254197,,1371135543,48022,,false,false,22,1,0,1,24,5999,7,0,0,2289.8816469411568,119.51991998666445,190.69844974162362,287,ajacoutot,0,0,0,false,false
1449727,puppetlabs/facter,ruby,439,1368008188,1368042716,1368042716,575,575,true,false,20,1,0,5,24,5800,2,10,0,2017.0689655172414,121.20689655172413,195.51724137931035,574,mfournier,2,0.0,24,false,false
1433136,puppetlabs/facter,ruby,438,1367624434,1368546534,1368546535,15368,15368,false,false,20,7,10,3,27,5999,4,50,9,2279.3798966494414,119.18653108851476,190.3650608434739,574,korekhov,0,0,0,false,false
1413849,puppetlabs/facter,ruby,437,1367323317,,1369242591,31987,,false,false,20,4,8,3,30,5976,78,18,0,2282.6305220883537,118.97590361445782,190.42838018741634,574,riffraff169,0,0,0,false,false
1411566,puppetlabs/facter,ruby,436,1367281663,1367518709,1367518710,3950,3950,false,false,19,3,8,4,30,5976,68,46,0,2282.6305220883537,118.97590361445782,190.42838018741634,287,katzj,5,0.6,19,false,false
1392895,puppetlabs/facter,ruby,435,1366457381,,1366734294,4615,,false,false,20,1,0,2,34,5800,2,2,0,2017.0689655172414,121.20689655172413,195.51724137931035,287,stschulte,10,0.5,5,false,true
1326815,puppetlabs/facter,ruby,434,1366396184,,1368481679,34758,,false,false,19,1,8,2,34,5800,14,52,0,2017.0689655172414,121.20689655172413,195.51724137931035,574,trlinkin,1,0.0,4,false,true
1388853,puppetlabs/facter,ruby,433,1366355221,1366390776,1366390776,592,592,false,false,19,1,0,2,34,5800,4,3,0,2017.0689655172414,121.20689655172413,195.3448275862069,574,joshcooper,11,0.8181818181818182,10,false,true
1327443,puppetlabs/facter,ruby,432,1366250211,1366305031,1366305031,913,913,true,false,19,5,6,11,33,5804,8,147,6,2019.6416264645075,121.12336319779463,195.21019986216405,574,jeffmccune,27,0.7777777777777778,98,false,true
1383491,puppetlabs/facter,ruby,431,1366247319,1366665051,1366665051,6962,6962,false,false,19,1,0,3,33,5800,10,4,3,2017.0689655172414,121.20689655172413,195.3448275862069,574,jeffmccune,26,0.7692307692307693,98,false,true
1382523,puppetlabs/facter,ruby,430,1366226414,,1366227316,15,,false,false,19,1,0,1,33,5972,2,0,0,2280.308104487609,119.05559276624246,190.3884795713329,574,pivotal-cloudplanner,0,0,0,false,false
1374592,puppetlabs/facter,ruby,429,1366072452,1366127571,1366127571,918,918,true,false,19,2,0,2,34,5806,201,7,20,2013.9510850843956,121.08163968308646,194.9707199448846,574,jeffmccune,25,0.8,98,false,true
1374205,puppetlabs/facter,ruby,428,1366062055,,1366232326,2837,,false,false,19,1,0,1,34,5977,10,0,0,2277.3966873013214,118.95599799230384,190.06190396519992,574,adrienthebo,34,0.5588235294117647,120,false,false
1374020,puppetlabs/facter,ruby,427,1366058192,1366058411,1366058411,3,3,false,false,19,2,0,1,35,5805,0,0,10,2014.2980189491818,121.10249784668389,195.0043066322136,574,haus,31,0.9354838709677419,40,false,true
1314520,puppetlabs/facter,ruby,426,1365790805,,1366820751,17165,,false,false,19,3,9,21,35,5977,355,599,0,2277.3966873013214,118.95599799230384,190.06190396519992,574,apenney,9,0.3333333333333333,10,false,false
1512022,puppetlabs/facter,ruby,425,1365787214,1366029014,1366029014,4030,4030,true,false,18,1,0,2,35,5972,7,26,0,2272.1031480241127,117.88345612860013,189.0488948425988,574,ghoneycutt,10,0.1,154,false,true
1314013,puppetlabs/facter,ruby,424,1365781526,1366028016,1366028016,4108,4108,true,false,18,2,6,3,34,5972,35,23,0,2272.1031480241127,117.88345612860013,189.0488948425988,574,ghoneycutt,9,0.1111111111111111,154,false,true
1308829,puppetlabs/facter,ruby,423,1365353251,1368810100,1368810101,57614,57614,false,false,17,2,24,38,35,5977,2136,4052,162,2277.3966873013214,118.95599799230384,190.06190396519992,574,razic,1,0.0,74,false,false
1339123,puppetlabs/facter,ruby,422,1365195124,1365627783,1365627783,7210,7210,true,false,17,1,0,2,36,3996,2,1,0,2277.777777777778,132.38238238238236,218.21821821821823,574,jaredcurtis,3,0.0,0,false,false
1306164,puppetlabs/facter,ruby,421,1365175791,1365187644,1365187644,197,197,true,false,17,1,1,2,38,5796,2,7,0,2010.869565217391,121.29054520358869,194.61697722567285,574,haus,30,0.9666666666666667,40,false,true
1338206,puppetlabs/facter,ruby,420,1365175437,1365179918,1365179918,74,74,false,false,17,1,0,2,38,5796,6,13,8,2010.869565217391,121.29054520358869,194.61697722567285,287,haus,29,0.9655172413793104,20,false,true
1324945,puppetlabs/facter,ruby,419,1364891908,,1364937648,762,,false,false,16,4,0,3,41,5800,13,14,0,2295.689655172414,119.3103448275862,191.0344827586207,574,rlex,0,0,2,false,false
1324092,puppetlabs/facter,ruby,418,1364877045,,1364919171,702,,false,false,15,1,0,1,41,5800,0,0,0,2295.689655172414,119.3103448275862,191.0344827586207,574,fpletz,0,0,82,false,false
1302091,puppetlabs/facter,ruby,417,1364846132,1364846793,1364846793,11,11,false,false,16,1,1,3,41,5787,0,0,1,2012.7872818386038,121.30637636080871,194.57404527388974,574,haus,28,0.9642857142857143,40,false,true
1322534,puppetlabs/facter,ruby,416,1364845051,1364845115,1364845116,1,1,false,false,16,2,0,2,42,5787,0,0,4,2012.7872818386038,121.30637636080871,194.57404527388974,287,haus,27,0.9629629629629629,20,false,true
1322496,puppetlabs/facter,ruby,415,1364844577,1364845091,1364845091,8,8,false,false,16,1,0,0,41,5787,0,0,0,2012.7872818386038,121.30637636080871,194.57404527388974,574,haus,26,0.9615384615384616,40,false,true
1303144,puppetlabs/facter,ruby,414,1364835060,1365453297,1365453297,10303,10303,true,false,16,5,18,11,41,5855,315,122,0,2288.9837745516656,120.06831767719898,192.3142613151153,574,mmoll,3,0.0,8,false,false
1301696,puppetlabs/facter,ruby,413,1364597352,,1364929658,5598,,false,false,15,1,2,2,43,5800,4,8,0,2295.689655172414,119.3103448275862,191.0344827586207,574,tmzullinger,1,0.0,8,false,false
1294462,puppetlabs/facter,ruby,412,1364068605,,1364233089,2741,,false,false,14,6,0,6,44,5778,24,46,0,2296.123226029768,119.245413637937,190.89650398061613,574,solarkennedy,1,0.0,12,false,false
1291848,puppetlabs/facter,ruby,411,1363986587,,1364505742,8652,,false,false,14,1,0,2,45,5778,32,16,0,2296.123226029768,119.245413637937,190.89650398061613,287,wolfspyre,0,0,0,false,false
1264261,puppetlabs/facter,ruby,410,1363875312,,1365014793,19051,,false,false,13,4,4,4,45,5758,122,63,0,2299.5831886071555,118.96491837443557,190.1701979854116,574,dalen,3,0.0,34,false,false
1284382,puppetlabs/facter,ruby,409,1363857792,1363885778,1363885778,466,466,true,false,12,1,0,2,45,5758,23,31,0,2299.5831886071555,118.96491837443557,190.1701979854116,574,luisfdez,0,0,0,false,false
1279566,puppetlabs/facter,ruby,408,1363769098,,1363945522,2940,,false,false,12,2,0,2,45,5745,21,12,0,2014.6214099216709,120.97476066144473,193.733681462141,574,dalen,2,0.0,34,false,false
1259811,puppetlabs/facter,ruby,407,1363712712,,1363792281,1326,,false,false,11,2,3,2,45,5758,16,12,0,2299.5831886071555,118.96491837443557,190.1701979854116,574,dalen,1,0.0,34,false,false
1258191,puppetlabs/facter,ruby,406,1363520783,,1364843198,22100,,false,false,10,89,32,82,44,5746,2344,3606,0,2304.037591367908,119.21336581970066,190.56735120083536,574,razic,0,0,74,false,false
1245381,puppetlabs/facter,ruby,405,1363047656,1363209247,1363209248,2693,2693,false,false,9,6,16,9,47,5658,381,273,4,2018.2043124779075,120.36055143160128,193.3545422410746,287,jeffmccune,24,0.7916666666666666,48,false,true
1237926,puppetlabs/facter,ruby,404,1362868168,,1363620931,12546,,false,false,9,5,0,4,48,5671,19,4,0,2307.529536236995,118.3212837242109,189.7372597425498,574,solarkennedy,0,0,10,false,false
1230070,puppetlabs/facter,ruby,403,1362693246,1362693909,1362693909,11,11,false,false,9,1,0,2,50,5657,5,9,0,2020.682340463143,120.38182782393494,193.03517765600142,574,jeffmccune,23,0.782608695652174,96,false,true
1226445,puppetlabs/facter,ruby,402,1362549085,,1362593444,739,,false,false,9,1,0,3,53,3996,59,0,0,2271.7717717717715,132.1321321321321,217.96796796796798,287,mckern,0,0,1,false,false
1212503,puppetlabs/facter,ruby,401,1362175773,,1362677759,8366,,false,false,10,5,3,5,53,3996,11,9,0,2271.7717717717715,132.1321321321321,217.96796796796798,574,rharrison10,0,0,6,false,false
1208613,puppetlabs/facter,ruby,400,1362102772,1362117198,1362117198,240,240,false,false,9,1,0,1,53,3996,0,0,4,2271.7717717717715,132.1321321321321,217.96796796796798,574,MosesMendoza,32,0.78125,4,false,true
1193747,puppetlabs/facter,ruby,399,1361828574,1361828667,1361828667,1,1,false,false,11,2,0,1,55,3996,0,0,6,2272.022022022022,132.1321321321321,218.21821821821823,287,haus,25,0.96,20,false,true
1158368,puppetlabs/facter,ruby,398,1360953348,1360970657,1360970657,288,288,false,false,13,1,0,1,58,3996,0,0,2,2272.022022022022,132.1321321321321,218.21821821821823,572,MosesMendoza,31,0.7741935483870968,4,false,true
1155034,puppetlabs/facter,ruby,397,1360877146,1361049956,1361049956,2880,2880,true,false,13,2,0,4,58,5641,22,66,0,2303.6695621343733,117.00053182059919,188.61903917745082,572,jaredcurtis,2,0.0,0,false,false
1154970,puppetlabs/facter,ruby,396,1360876163,1360876320,1360876320,2,2,true,false,13,143,0,179,58,5628,1182,1074,62,2012.7931769722816,119.04761904761904,192.25302061122957,572,jaredcurtis,1,0.0,0,false,false
1151440,puppetlabs/facter,ruby,395,1360792689,1360796924,1360796924,70,70,false,false,13,1,0,2,59,5641,0,0,0,2303.6695621343733,117.00053182059919,188.61903917745082,572,jeffmccune,22,0.7727272727272727,88,false,true
974710,puppetlabs/facter,ruby,394,1360344990,1360354873,1360354873,164,164,false,false,14,1,0,1,56,5641,0,0,4,2303.6695621343733,117.00053182059919,188.61903917745082,286,jeffmccune,21,0.7619047619047619,44,false,true
957824,puppetlabs/facter,ruby,393,1360019126,1360187315,1360187315,2803,2803,true,false,14,1,0,1,56,5623,2,0,0,2014.5829628312288,119.15347679174818,192.42397296816645,572,pcarlisle,5,0.4,2,false,true
957811,puppetlabs/facter,ruby,392,1360018795,1360177135,1360177135,2639,2639,false,false,14,2,0,2,56,3995,3,0,2,2272.5907384230286,132.16520650813519,218.27284105131415,572,pcarlisle,4,0.25,2,false,true
957808,puppetlabs/facter,ruby,391,1360018747,1360018758,1360018758,0,0,true,false,14,2,0,2,56,5640,3,0,2,2293.971631205674,117.02127659574468,188.47517730496455,286,pcarlisle,3,0.3333333333333333,1,false,true
954797,puppetlabs/facter,ruby,390,1359939285,1360020186,1360020186,1348,1348,true,false,14,4,3,7,54,5640,4,53,0,2293.971631205674,117.02127659574468,188.47517730496455,286,dkowis,0,0,8,false,false
948357,puppetlabs/facter,ruby,389,1359674212,1359753487,1359753488,1321,1321,false,false,14,1,2,3,52,5640,2,46,4,2263.1205673758864,116.13475177304964,185.1063829787234,572,jeffmccune,20,0.75,84,false,true
941543,puppetlabs/facter,ruby,388,1359585522,1359585731,1359585731,3,3,false,false,14,6,0,21,51,5649,155,59,31,2253.4961940166404,115.94972561515313,182.68720127456186,286,jeffmccune,19,0.7368421052631579,42,false,true
941104,puppetlabs/facter,ruby,387,1359441153,1359577712,1359577712,2275,2275,false,false,14,5,0,82,51,5628,308,385,23,2021.4996446339728,119.04761904761904,190.8315565031983,572,jeffmccune,18,0.7222222222222222,84,false,true
933801,puppetlabs/facter,ruby,386,1359408723,1359411226,1359411226,41,41,false,false,14,1,0,10,50,5624,59,63,22,2015.825035561878,118.06543385490754,190.43385490753911,286,scepticulous,1,0.0,0,false,false
933394,puppetlabs/facter,ruby,385,1359402142,,1359408763,110,,false,false,14,5,1,10,50,5624,177,189,0,2015.825035561878,118.06543385490754,190.43385490753911,572,scepticulous,0,0,0,false,false
926170,puppetlabs/facter,ruby,384,1359137550,,1361290871,35888,,false,false,14,3,1,8,49,5624,386,89,0,2015.825035561878,118.06543385490754,190.43385490753911,572,apenney,8,0.375,8,false,false
974267,puppetlabs/facter,ruby,383,1358277536,1358290619,1358290619,218,218,false,false,17,1,0,1,52,5630,9,0,5,2004.7957371225577,117.58436944937833,188.80994671403198,286,xaque208,1,0.0,19,false,true
788547,puppetlabs/facter,ruby,382,1357749473,,1359069027,21992,,false,false,17,1,1,1,52,5630,10,0,0,2004.7957371225577,117.58436944937833,188.80994671403198,572,rdark,0,0,0,false,false
974266,puppetlabs/facter,ruby,381,1357452588,1357454029,1357454029,24,24,false,false,17,2,0,6,53,5630,32,1,9,2004.6181172291297,117.58436944937833,188.80994671403198,286,jeffmccune,17,0.7058823529411765,42,false,true
