pull_req_id, project_name, github_id, created_at,merged_at, lifetime_minutes, team_size_at_merge, num_commits, num_commit_comments, num_issue_comments, num_comments, total_commits_last_month, main_team_commits_last_month, sloc, churn, commits_on_files_touched, test_lines_per_1000_lines, test_cases_per_1000_lines, assertions_per_1000_lines
455467, capistrano, 114, 1318879487, 1318938971, 991, 2, 1, 0, 0, 0, 26, 15, 4229, 2, 3, 1026.7202648380232, 133.83778671080634, 150.62662567982974
455472, capistrano, 107, 1316874671, 1316879705, 83, 2, 1, 0, 3, 3, 23, 15, 4228, 10, 1, 1026.9631031220433, 133.8694418164617, 150.66225165562912
455486, capistrano, 82, 1313529276, 1316869058, 55663, 1, 1, 0, 0, 0, 17, 9, 4197, 40, 0, 1015.4872527996188, 132.47557779366215, 149.39242315939958
455479, capistrano, 95, 1314293257, 1316849079, 42597, 1, 2, 0, 0, 0, 16, 8, 4194, 64, 2, 1015.7367668097281, 132.57033857892228, 149.49928469241775
455474, capistrano, 103, 1316735745, 1316848496, 1879, 1, 1, 0, 1, 1, 16, 8, 4201, 13, 4, 1017.8528921685313, 132.82551773387289, 149.96429421566293
455473, capistrano, 105, 1316782731, 1316848460, 1095, 1, 1, 0, 0, 0, 16, 8, 4201, 12, 6, 1017.8528921685313, 132.82551773387289, 149.96429421566293
455487, capistrano, 80, 1312904771, 1316498681, 59898, 1, 2, 0, 0, 0, 16, 5, 4197, 42, 0, 1015.4872527996188, 132.47557779366215, 149.39242315939958
455477, capistrano, 98, 1314696661, 1316498646, 30033, 1, 1, 0, 0, 0, 16, 5, 4194, 12, 2, 1015.7367668097281, 132.57033857892228, 149.49928469241775
455488, capistrano, 74, 1312517238, 1316498609, 66356, 1, 2, 0, 2, 2, 16, 5, 4197, 65, 0, 1015.4872527996188, 132.47557779366215, 149.39242315939958
455481, capistrano, 92, 1314126847, 1316498585, 39528, 1, 1, 0, 0, 0, 16, 5, 4195, 1, 1, 1015.9713945172825, 132.53873659118, 149.46364719904648
455485, capistrano, 84, 1313618472, 1314163752, 9088, 1, 1, 0, 0, 0, 22, 9, 4197, 16, 2, 1015.4872527996188, 132.47557779366215, 149.39242315939958
455482, capistrano, 91, 1314126791, 1314163657, 614, 1, 1, 0, 0, 0, 22, 9, 4195, 4, 1, 1015.9713945172825, 132.53873659118, 149.46364719904648
455483, capistrano, 90, 1314125186, 1314163612, 640, 1, 1, 0, 5, 5, 22, 9, 4195, 2, 2, 1015.9713945172825, 132.53873659118, 149.46364719904648
455484, capistrano, 88, 1314069720, 1314077141, 123, 1, 1, 0, 0, 0, 15, 8, 4197, 13, 1, 1015.4872527996188, 132.47557779366215, 149.39242315939958
455496, capistrano, 35, 1308709813, 1312323307, 60224, 2, 1, 0, 30, 30, 7, 2, 4164, 69, 0, 1013.2084534101826, 132.56484149855908, 149.61575408261288
455497, capistrano, 51, 1308701973, 1312317381, 60256, 2, 1, 0, 7, 7, 7, 2, 4155, 37, 0, 1011.3116726835138, 132.6113116726835, 149.9398315282792
455495, capistrano, 56, 1308767957, 1312317236, 59154, 2, 1, 0, 0, 0, 7, 2, 4155, 12, 0, 1011.3116726835138, 132.6113116726835, 149.9398315282792
455491, capistrano, 61, 1309029514, 1311613207, 43061, 2, 1, 0, 0, 0, 6, 0, 4164, 27, 2, 1013.2084534101826, 132.56484149855908, 149.61575408261288
455494, capistrano, 57, 1308824460, 1308994191, 2828, 2, 1, 0, 0, 0, 14, 0, 4155, 2, 1, 1011.3116726835138, 132.6113116726835, 149.9398315282792
455492, capistrano, 60, 1308874861, 1308994148, 1988, 2, 1, 0, 0, 0, 14, 0, 4155, 25, 2, 1011.3116726835138, 132.6113116726835, 149.9398315282792
455502, capistrano, 47, 1307229037, 1308994124, 29418, 2, 1, 0, 0, 0, 14, 0, 4155, 3, 1, 1011.3116726835138, 132.6113116726835, 149.9398315282792
455499, capistrano, 52, 1307574236, 1308994071, 23663, 2, 1, 0, 6, 6, 14, 0, 4155, 6, 1, 1011.3116726835138, 132.6113116726835, 149.9398315282792
455493, capistrano, 58, 1308824598, 1308994010, 2823, 2, 1, 0, 0, 0, 14, 0, 4155, 4, 1, 1011.3116726835138, 132.6113116726835, 149.9398315282792
455504, capistrano, 39, 1306148495, 1306174638, 435, 2, 1, 0, 0, 0, 37, 12, 4155, 10, 4, 1009.8676293622142, 132.6113116726835, 149.21780986762937
455508, capistrano, 32, 1304381664, 1305823938, 24037, 2, 1, 0, 4, 4, 33, 9, 4141, 32, 3, 1009.6595025356194, 132.335184737986, 148.5148514851485
455506, capistrano, 34, 1305151960, 1305823887, 11198, 2, 1, 0, 2, 2, 33, 9, 4141, 4, 3, 1009.6595025356194, 132.335184737986, 148.5148514851485
455505, capistrano, 37, 1305823664, 1305823751, 1, 2, 1, 0, 0, 0, 33, 9, 4141, 14, 2, 1009.6595025356194, 132.335184737986, 148.5148514851485
455507, capistrano, 33, 1304490734, 1304491150, 6, 1, 1, 0, 1, 1, 14, 7, 4141, 8, 2, 1009.6595025356194, 132.335184737986, 148.5148514851485
455513, capistrano, 27, 1302042019, 1304434320, 39871, 1, 1, 0, 0, 0, 9, 2, 4119, 46, 0, 1000.9711094925952, 131.82811361981064, 148.57975236707938
455512, capistrano, 28, 1302679370, 1304434002, 29243, 1, 1, 0, 0, 0, 9, 2, 4119, 2, 1, 1000.9711094925952, 131.82811361981064, 148.57975236707938
455510, capistrano, 30, 1303505472, 1304433849, 15472, 1, 1, 0, 4, 4, 9, 2, 4119, 10, 2, 1000.9711094925952, 131.82811361981064, 148.57975236707938
455522, capistrano, 18, 1296257717, 1304433526, 136323, 1, 1, 0, 1, 1, 9, 2, 4117, 61, 0, 994.1705125091086, 130.67767792081614, 146.70876852076756
455511, capistrano, 29, 1302764299, 1304433106, 27813, 1, 1, 0, 1, 1, 9, 2, 4119, 34, 3, 1000.9711094925952, 131.82811361981064, 148.57975236707938
455509, capistrano, 31, 1303918007, 1303990634, 1210, 1, 1, 0, 0, 0, 11, 1, 4119, 18, 1, 1000.9711094925952, 131.82811361981064, 148.57975236707938
455515, capistrano, 25, 1301499453, 1302073932, 9574, 1, 2, 0, 9, 9, 15, 8, 4119, 129, 8, 1000.9711094925952, 131.82811361981064, 148.57975236707938
455519, capistrano, 21, 1298586162, 1300300805, 28577, 1, 1, 0, 0, 0, 5, 0, 4123, 10, 2, 996.8469560999272, 131.21513461072036, 147.2228959495513
455518, capistrano, 22, 1298847435, 1300300489, 24217, 1, 1, 0, 0, 0, 5, 0, 4123, 11, 2, 996.8469560999272, 131.21513461072036, 147.2228959495513
455521, capistrano, 19, 1296359716, 1300300488, 65679, 1, 1, 0, 0, 0, 5, 0, 4117, 10, 0, 994.1705125091086, 130.67767792081614, 146.70876852076756
455533, capistrano, 7, 1285674402, 1289839925, 69365, 4, 1, 0, 1, 1, 3, 0, 4095, 9, 0, 999.5115995115996, 131.3797313797314, 147.4969474969475
455538, capistrano, 2, 1284504847, 1289839846, 88856, 4, 2, 0, 2, 2, 3, 0, 4095, 29, 0, 999.5115995115996, 131.3797313797314, 147.4969474969475
455539, capistrano, 1, 1284504782, 1289839234, 88847, 4, 1, 0, 1, 1, 3, 0, 4095, 5, 0, 999.5115995115996, 131.3797313797314, 147.4969474969475
455532, capistrano, 8, 1288816326, 1289838997, 17044, 4, 1, 0, 2, 2, 3, 0, 4112, 2, 1, 995.3793774319066, 130.83657587548637, 146.88715953307394
