pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,git_merged,conflict,forward_links,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
505749,neo4j/community,java,951,1351492031,,1351505383,222,,false,false,false,20,2,0,10,31,114155,103,0,0,626.3413779510315,16.460076212167667,49.616749156848144,505,systay,136,0.7132352941176471,14,false,true
505750,neo4j/community,java,947,1351253776,1351254204,1351254204,7,7,false,false,false,21,1,0,6,32,114155,69,0,53,626.3413779510315,16.460076212167667,49.616749156848144,505,systay,135,0.7111111111111111,14,false,true
505751,neo4j/community,java,944,1351170477,,1351684269,8503,,false,false,false,21,1,0,20,33,114118,2036,142,0,626.5356911267285,16.46541299356806,49.63283618710457,505,jakewins,56,0.6071428571428571,12,false,true
505753,neo4j/community,java,943,1351168072,1351185901,1351185901,297,297,false,false,false,21,1,0,5,33,114118,159,0,30,626.5356911267285,16.46541299356806,49.63283618710457,505,systay,134,0.7089552238805971,14,false,true
505754,neo4j/community,java,942,1351164683,,1351168014,55,,false,false,false,21,1,0,4,33,114118,154,0,0,626.5356911267285,16.46541299356806,49.63283618710457,505,systay,133,0.7142857142857143,14,false,true
505755,neo4j/community,java,941,1351148922,1351148981,1351148981,0,0,false,false,false,21,1,0,32,33,114118,2311,0,44,626.5356911267285,16.46541299356806,49.63283618710457,505,systay,132,0.7121212121212122,14,false,true
505756,neo4j/community,java,940,1351082003,,1351170436,1473,,false,false,false,21,1,0,20,33,114118,2036,142,0,626.5356911267285,16.46541299356806,49.63283618710457,505,jakewins,55,0.6181818181818182,12,false,true
505757,neo4j/community,java,938,1351044113,1351049751,1351049751,93,93,false,false,false,21,1,0,3,33,114118,35,0,24,626.1501253088908,16.45665013407175,49.60654760861564,505,wfreeman,8,0.75,12,false,false
505758,neo4j/community,java,931,1350560316,,1351049354,8150,,false,false,false,21,1,0,95,34,112635,959,0,0,628.8009943623207,16.60229946286678,49.84241132862787,505,systay,131,0.7175572519083969,14,false,true
505759,neo4j/community,java,930,1350559990,1350560226,1350560226,3,3,false,false,false,21,1,0,1,34,112635,0,55,0,628.3925955520042,16.593421227859903,49.81577662360723,505,peterneubauer,56,0.625,106,false,false
505760,neo4j/community,java,925,1350315242,,1351250686,15590,,false,false,false,22,2,0,5,34,112482,160,0,0,624.7577390160204,16.580430646681247,49.812414430753364,504,peterneubauer,55,0.6363636363636364,106,false,false
505761,neo4j/community,java,924,1350241412,1350991277,1350991277,12497,12497,false,false,false,22,1,0,1,34,112482,7,0,0,624.7577390160204,16.580430646681247,49.812414430753364,1512,blevine,0,0,0,false,false
505762,neo4j/community,java,920,1350044478,,1350087650,719,,false,false,false,22,2,0,20,34,112482,311,31,0,624.6510552799559,16.571540335342544,49.80352411941466,503,systay,130,0.7230769230769231,13,false,true
505764,neo4j/community,java,917,1350022415,,1350087666,1087,,false,false,false,22,1,0,5,35,112482,74,0,0,624.6510552799559,16.571540335342544,49.80352411941466,1506,systay,129,0.7286821705426356,39,false,true
505766,neo4j/community,java,915,1349948739,,1351530298,26299,,false,false,false,22,1,0,54,35,112482,2559,528,0,624.6066037232624,16.571540335342544,49.80352411941466,1002,tinwelint,38,0.8157894736842105,24,false,false
844199,neo4j/community,java,914,1349858272,1349859303,1349859303,17,17,false,false,false,22,1,0,3,35,112480,6,14,4,624.2265291607397,16.54516358463727,49.76884779516359,1002,lassewesth,2,1.0,4,false,true
505769,neo4j/community,java,913,1349833893,,1349934114,1670,,false,false,false,21,1,0,4,36,112480,69,0,0,624.2265291607397,16.54516358463727,49.76884779516359,1002,wfreeman,7,0.8571428571428571,20,false,false
505770,neo4j/community,java,912,1349787202,,1350543986,12613,,false,false,false,22,1,0,2,36,112480,14,190,0,624.2265291607397,16.54516358463727,49.76884779516359,1000,jakewins,54,0.6296296296296297,24,false,true
505771,neo4j/community,java,911,1349786959,,1349787110,2,,false,false,false,22,1,0,4,36,112480,178,190,0,624.2265291607397,16.54516358463727,49.76884779516359,500,jakewins,53,0.6415094339622641,12,false,true
505773,neo4j/community,java,909,1349768403,,1349848409,1333,,false,false,false,22,1,0,31,36,112480,684,47,0,624.2354196301565,16.54516358463727,49.76884779516359,1000,systay,128,0.734375,26,false,true
505774,neo4j/community,java,907,1349671323,1349837502,1349837502,2769,2769,false,false,false,22,1,0,6,36,112479,365,0,11,624.0631584562451,16.53642013175793,49.7426186221428,1000,wfreeman,6,0.8333333333333334,20,false,false
505775,neo4j/community,java,906,1349395852,1349434418,1349434418,642,642,false,false,false,22,1,0,2,35,111534,43,0,5,620.4296447719978,16.533075116108094,50.047519142145,498,wfreeman,5,0.8,10,false,false
964679,neo4j/community,java,903,1349250801,1349677767,1349677767,7116,7116,false,false,false,22,1,0,2,36,111534,4,26,1,620.4027471443685,16.533075116108094,50.047519142145,498,lassewesth,1,1.0,2,false,true
451606,neo4j/community,java,900,1349155892,1349158242,1349158243,39,39,false,false,false,22,1,0,1,38,111534,12,0,3,620.4027471443685,16.533075116108094,50.047519142145,498,wfreeman,4,0.75,10,false,false
447391,neo4j/community,java,891,1348970193,1349075598,1349075599,1756,1756,false,false,false,22,2,0,6,39,111534,463,0,15,620.4027471443685,16.533075116108094,50.047519142145,495,wfreeman,3,0.6666666666666666,10,false,false
446172,neo4j/community,java,887,1348894434,,1349945642,17520,,false,false,false,22,1,0,1,40,111534,0,0,0,620.4027471443685,16.533075116108094,50.047519142145,988,peterneubauer,54,0.6481481481481481,212,false,false
443455,neo4j/community,java,885,1348794379,1348890680,1348890682,1605,1605,false,false,false,22,3,0,2,42,111534,20,0,3,620.4027471443685,16.533075116108094,50.047519142145,493,wfreeman,2,0.5,10,false,false
443408,neo4j/community,java,884,1348791723,1348813639,1348813639,365,365,false,false,false,22,3,0,5,42,111534,115,0,12,620.4027471443685,16.533075116108094,50.047519142145,493,wfreeman,1,0.0,10,false,false
438572,neo4j/community,java,878,1348650829,,1348782465,2193,,false,false,false,22,2,0,2,43,111367,46,0,0,620.7045174962062,16.539908590516042,50.10460908527661,980,wfreeman,0,0,20,false,false
434860,neo4j/community,java,873,1348523102,,1348786566,4391,,false,false,false,22,1,0,1,43,111367,0,2,0,620.5698276868372,16.530929269891438,50.01481587903059,976,bpowers,0,0,16,false,false
430519,neo4j/community,java,870,1348331265,,1348331361,1,,false,false,false,22,1,0,5,43,111367,609,0,0,620.5698276868372,16.530929269891438,50.01481587903059,974,systay,127,0.7401574803149606,26,false,true
505736,neo4j/community,java,869,1348225397,1348227961,1348227961,42,42,false,false,false,22,1,0,3,43,111352,110,146,2,619.6565845247503,16.524175587326674,50.00359221208421,974,tinwelint,37,0.8108108108108109,24,false,false
426923,neo4j/community,java,867,1348165639,1348165926,1348165926,4,4,false,false,false,22,1,0,2,43,111350,35,0,12,618.5002245172878,16.506511001347103,49.88774135608442,974,systay,126,0.7380952380952381,26,false,true
426199,neo4j/community,java,865,1348139843,1348220438,1348220446,1343,1343,false,false,false,22,1,0,8,42,111350,76,208,13,618.5002245172878,16.506511001347103,49.88774135608442,974,nawroth,44,0.7954545454545454,50,false,true
425973,neo4j/community,java,864,1348129090,,1348138986,164,,false,false,false,22,1,0,9,42,111350,80,208,0,618.5002245172878,16.506511001347103,49.88774135608442,487,nawroth,43,0.813953488372093,25,false,true
424000,neo4j/community,java,862,1348050407,,1349948502,31634,,false,false,false,22,3,0,57,42,111350,3159,544,0,618.5002245172878,16.506511001347103,49.88774135608442,1461,tinwelint,36,0.8333333333333334,36,false,false
421916,neo4j/community,java,860,1347968544,1350033324,1350033324,34413,34413,false,false,false,23,1,0,1,41,111350,0,0,11,618.5002245172878,16.506511001347103,49.88774135608442,974,peterneubauer,53,0.6415094339622641,210,false,false
419159,neo4j/community,java,859,1347869232,,1347969798,1676,,false,false,false,23,1,0,1,41,110473,39,0,0,615.5259656205588,16.438405764304402,49.87644039720113,974,jakewins,52,0.6538461538461539,22,false,true
407809,neo4j/community,java,858,1347618897,,1351584646,66035,,false,false,false,23,3,0,4,41,111428,6,4,0,618.0672721398571,16.494956384391713,49.85281975805004,487,peterneubauer,52,0.6538461538461539,104,false,false
401458,neo4j/community,java,857,1347573030,,1351670161,68225,,false,false,false,23,2,3,4,41,111428,77,121,0,618.0672721398571,16.494956384391713,49.85281975805004,974,dmontag,0,0,6,false,true
399782,neo4j/community,java,855,1347531624,,1351235381,61729,,false,false,false,23,2,0,5,40,111428,10,13,0,618.0672721398571,16.494956384391713,49.85281975805004,487,peterneubauer,51,0.6666666666666666,104,false,false
367667,neo4j/community,java,853,1347360178,1347514320,1347514320,2569,2569,false,false,false,23,1,0,3,40,110473,8,7,11,615.535017606112,16.438405764304402,49.87644039720113,974,nawroth,42,0.8095238095238095,50,false,true
367642,neo4j/community,java,852,1347359253,1347514280,1347514280,2583,2583,false,false,false,23,1,0,3,40,111428,8,7,11,618.076246544854,16.494956384391713,49.85281975805004,974,nawroth,41,0.8048780487804879,50,false,true
367287,neo4j/community,java,851,1347347743,1347619077,1347619078,4522,4522,false,false,false,23,1,0,6,40,111428,197,0,23,618.076246544854,16.494956384391713,49.85281975805004,487,jakewins,51,0.6470588235294118,11,false,true
365389,neo4j/community,java,850,1347281656,,1347292158,175,,false,false,false,23,1,0,7,40,111428,2967,1402,0,618.076246544854,16.494956384391713,49.85281975805004,974,jakewins,50,0.66,22,false,true
360335,neo4j/community,java,848,1347020130,1347020637,1347020637,8,8,false,false,false,23,1,0,2,42,110473,0,0,2,615.535017606112,16.438405764304402,49.87644039720113,970,nawroth,40,0.8,50,false,true
360146,neo4j/community,java,847,1347015345,1347016874,1347016874,25,25,false,false,false,23,1,0,1,42,110700,0,0,1,616.8383017163504,16.431797651309846,49.900632339656724,970,peterneubauer,50,0.66,204,false,false
357139,neo4j/community,java,845,1346915220,1346916459,1346916459,20,20,false,false,false,23,1,0,1,42,110475,30,0,9,615.5238741796787,16.438108169269064,49.8755374519122,485,thobe,7,1.0,27,false,true
357136,neo4j/community,java,844,1346915188,1346916441,1346916442,20,20,false,false,false,23,1,0,1,42,110475,30,0,9,615.5238741796787,16.438108169269064,49.8755374519122,485,thobe,6,1.0,27,false,true
356836,neo4j/community,java,843,1346900176,1347017653,1347017653,1957,1957,false,false,false,23,1,0,4,42,110475,30,0,14,615.5238741796787,16.438108169269064,49.8755374519122,485,systay,125,0.736,13,false,true
350072,neo4j/community,java,839,1346655784,1346667456,1346667457,194,194,false,false,false,22,1,0,3,45,110248,56,57,1,615.1131993324142,16.426601843117336,49.83310354836369,484,tinwelint,35,0.8285714285714286,12,false,false
349996,neo4j/community,java,838,1346652971,1346657163,1346657164,69,69,false,false,false,22,2,0,6,45,110248,63,80,20,615.1131993324142,16.426601843117336,49.83310354836369,484,tinwelint,34,0.8235294117647058,12,false,false
344300,neo4j/community,java,836,1346327389,,1348312934,33092,,false,false,false,22,1,0,30,46,110249,30,0,0,615.1076200237644,16.426452847644875,49.83265154332465,968,nawroth,39,0.8205128205128205,50,false,true
344142,neo4j/community,java,835,1346322823,,1346324030,20,,false,false,false,22,1,0,5,46,110249,65,0,0,615.1076200237644,16.426452847644875,49.83265154332465,966,systay,124,0.7419354838709677,26,false,true
343691,neo4j/community,java,833,1346307920,1346741718,1346741719,7229,7229,false,false,false,22,5,0,15,46,110298,184,10,25,614.8343578306044,16.41915537906399,49.81051333659722,483,jakewins,49,0.6530612244897959,10,false,true
340240,neo4j/community,java,830,1346177019,1346666526,1346666528,8158,8158,false,false,false,21,2,0,4,46,110291,29,69,3,614.8733804208865,16.420197477582033,49.81367473320579,964,tbaum,4,1.0,6,false,true
339963,neo4j/community,java,829,1346169720,,1346331235,2691,,false,false,false,21,1,0,3,46,110291,43,126,0,614.8733804208865,16.420197477582033,49.81367473320579,962,tinwelint,33,0.8484848484848485,24,false,false
339422,neo4j/community,java,828,1346156541,,1346310317,2562,,false,false,false,20,3,0,3,46,110291,56,0,0,614.8733804208865,16.420197477582033,49.81367473320579,962,chrisleishman,0,0,24,false,true
339146,neo4j/community,java,827,1346150036,,1350032386,64705,,false,false,false,20,1,0,15,46,110291,107,0,0,614.8733804208865,16.420197477582033,49.81367473320579,962,peterneubauer,49,0.673469387755102,204,false,false
298738,neo4j/community,java,825,1346140736,,1346157298,276,,false,false,false,20,2,4,5,47,110229,126,133,0,614.33016719738,16.420361247947454,49.80540511117764,479,systay,123,0.7479674796747967,13,false,true
334341,neo4j/community,java,824,1346101606,,1346744059,10707,,false,false,false,20,2,0,2,47,110229,29,0,0,614.33016719738,16.420361247947454,49.80540511117764,958,peterneubauer,48,0.6875,204,false,false
333985,neo4j/community,java,823,1346091756,1347009794,1347009794,15300,15300,true,false,false,20,50,0,143,47,109928,2349,759,980,612.8192999053927,16.292482352085,49.55061494796594,958,systay,122,0.7540983606557377,26,false,true
333110,neo4j/community,java,822,1346071212,,1346140207,1149,,false,false,false,20,1,0,3,47,110229,171,86,0,614.33016719738,16.420361247947454,49.80540511117764,958,tinwelint,32,0.875,24,false,false
332885,neo4j/community,java,821,1346066599,1346153164,1346153167,1442,1442,false,false,false,20,1,0,1,47,110229,0,0,16,614.33016719738,16.420361247947454,49.80540511117764,958,peterneubauer,47,0.6808510638297872,202,false,false
267248,neo4j/community,java,820,1345901317,1345926223,1345926224,415,415,false,false,false,20,1,0,3,47,110258,17,0,43,613.7785920296033,16.397903100001813,49.61091258684177,479,systay,121,0.7520661157024794,13,false,true
338795,neo4j/community,java,819,1345901108,,1345901141,0,,false,false,false,20,1,0,3,47,110258,17,0,0,613.7785920296033,16.397903100001813,49.61091258684177,479,systay,120,0.7583333333333333,13,false,true
337982,neo4j/community,java,817,1345802273,1345802849,1345802849,9,9,false,false,false,20,1,0,3,47,110206,20,0,24,612.4893381485581,16.305827268932724,49.59802551585213,956,systay,119,0.7563025210084033,26,false,true
265665,neo4j/community,java,816,1345799828,1346064815,1346064816,4416,4416,false,false,false,20,1,0,1,47,110206,25,0,1,612.4893381485581,16.305827268932724,49.59802551585213,956,tinwelint,31,0.8709677419354839,24,false,false
337955,neo4j/community,java,815,1345798828,1345799335,1345799335,8,8,false,false,false,20,1,0,3,47,110206,24,0,35,612.4893381485581,16.305827268932724,49.59802551585213,956,systay,118,0.7542372881355932,26,false,true
265620,neo4j/community,java,814,1345797405,1345807207,1345807211,163,163,false,false,false,20,1,0,2,47,110206,0,12,1,612.4893381485581,16.305827268932724,49.59802551585213,956,peterneubauer,46,0.6739130434782609,202,false,false
265347,neo4j/community,java,812,1345783517,1347009791,1347009791,20437,20437,true,false,false,20,49,0,127,47,109928,2038,755,993,612.8192999053927,16.292482352085,49.55061494796594,478,systay,117,0.7606837606837606,13,false,true
264107,neo4j/community,java,811,1345722535,,1345800451,1298,,false,false,false,20,1,0,3,47,110184,16,0,0,612.6116314528425,16.309082988455675,49.60792855587018,954,systay,116,0.7672413793103449,26,false,true
336974,neo4j/community,java,809,1345708063,,1345711026,49,,false,false,false,21,1,0,2,46,110184,15,0,0,612.6116314528425,16.309082988455675,49.60792855587018,477,systay,115,0.7739130434782608,13,false,true
336922,neo4j/community,java,808,1345702763,1345706177,1345706177,56,56,false,false,false,21,1,0,1,46,110184,24,0,0,612.6116314528425,16.309082988455675,49.60792855587018,477,systay,114,0.7719298245614035,13,false,true
336317,neo4j/community,java,807,1345640818,1345642484,1345642484,27,27,false,false,false,21,1,0,38,46,110184,245,0,68,612.6116314528425,16.309082988455675,49.60792855587018,954,systay,113,0.7699115044247787,26,false,true
213780,neo4j/community,java,806,1345638816,,1346660393,17026,,false,false,false,21,1,7,40,46,110184,872,74,0,612.6116314528425,16.309082988455675,49.60792855587018,954,jakewins,48,0.6666666666666666,20,false,true
259381,neo4j/community,java,805,1345637365,1345809794,1345809795,2873,2873,false,false,false,21,1,0,6,46,109997,97,282,1,613.2985445057593,16.318626871641953,49.62862623526096,954,jakewins,47,0.6595744680851063,20,false,true
259141,neo4j/community,java,804,1345631329,,1346071446,7335,,false,false,false,21,2,0,6,46,109965,247,51,0,612.7495112081117,16.314281816941754,49.5612240258264,952,tinwelint,30,0.9,24,false,false
258872,neo4j/community,java,802,1345619627,,1347025022,23423,,false,false,false,21,1,0,43,45,109928,825,718,0,612.8192999053927,16.292482352085,49.55061494796594,476,systay,112,0.7767857142857143,13,false,true
335802,neo4j/community,java,800,1345559807,,1345630052,1170,,false,false,false,21,1,0,7,46,109965,84,19,0,612.7131359978175,16.314281816941754,49.5612240258264,952,systay,111,0.7837837837837838,26,false,true
257035,neo4j/community,java,798,1345545142,,1345635319,1502,,false,false,false,21,2,0,6,46,109928,258,0,0,612.8192999053927,16.292482352085,49.55061494796594,950,systay,110,0.7909090909090909,26,false,true
256807,neo4j/community,java,796,1345535325,1345546525,1345546525,186,186,false,false,false,21,1,0,3,46,109921,30,0,14,612.9583973944924,16.320812219685045,49.58106276325725,475,jexp,27,0.7777777777777778,51,false,true
255257,neo4j/community,java,792,1345470178,1345484091,1345484094,231,231,false,false,false,21,2,0,2,46,109860,220,0,14,613.2987438558165,16.329874385581647,49.60859275441471,950,apcj,5,0.2,14,false,true
254650,neo4j/community,java,791,1345449929,1345635697,1345635698,3096,3096,false,false,false,21,1,0,8,46,109860,237,105,23,613.2987438558165,16.329874385581647,49.60859275441471,950,tinwelint,29,0.896551724137931,24,false,false
248228,neo4j/community,java,789,1345121508,,1345637337,8597,,false,false,false,21,1,0,6,45,109850,97,298,0,613.3272644515249,16.331360946745562,49.61310878470642,950,jakewins,46,0.6739130434782609,20,false,true
244732,neo4j/community,java,783,1344991060,1345184472,1345184473,3223,3223,false,false,false,21,1,0,1,45,109850,18,0,1,613.3272644515249,16.331360946745562,49.61310878470642,474,jexp,26,0.7692307692307693,49,false,true
244648,neo4j/community,java,782,1344985641,1345184871,1345184872,3320,3320,false,false,false,21,1,0,2,45,109850,6,0,1,613.3272644515249,16.331360946745562,49.61310878470642,474,jexp,25,0.76,49,false,true
242872,neo4j/community,java,780,1344936362,,1344946717,172,,false,false,false,21,1,0,1,45,109850,8,0,0,613.3272644515249,16.331360946745562,49.61310878470642,948,peterneubauer,45,0.6888888888888889,202,false,false
242628,neo4j/community,java,778,1344926961,1344927208,1344927208,4,4,false,false,false,21,1,0,1,45,109850,0,0,4,613.3272644515249,16.331360946745562,49.61310878470642,474,peterneubauer,44,0.6818181818181818,101,false,false
69300,neo4j/community,java,777,1344892695,,1347022423,35495,,false,false,false,21,1,2,34,45,109850,637,20,0,613.3090578060992,16.331360946745562,49.61310878470642,946,jexp,24,0.7916666666666666,98,false,true
241246,neo4j/community,java,776,1344878113,,1345466963,9814,,false,false,false,21,2,0,2,45,109850,186,0,0,613.3090578060992,16.331360946745562,49.61310878470642,946,tinwelint,28,0.9285714285714286,24,false,false
186747,neo4j/community,java,774,1344732035,,1344892653,2676,,false,false,false,21,1,0,36,44,109850,751,20,0,613.3090578060992,16.331360946745562,49.61310878470642,469,jexp,23,0.8260869565217391,49,false,true
175413,neo4j/community,java,773,1344727042,1344765348,1344765348,638,638,false,false,false,21,1,0,3,44,109720,13,0,23,613.0878600072913,16.32336857455341,49.57163689391177,469,jexp,22,0.8181818181818182,49,false,true
236493,neo4j/community,java,771,1344578408,1344580912,1344580912,41,41,false,false,false,22,1,0,3,44,109719,33,95,1,612.4736827714435,16.3052889654481,49.53563193248207,468,jexp,21,0.8095238095238095,49,false,true
15650,neo4j/community,java,770,1344501739,1344852044,1344852046,5838,5838,false,false,false,22,2,5,14,44,109719,635,360,0,612.4736827714435,16.3052889654481,49.53563193248207,468,jexp,20,0.8,49,false,true
11220,neo4j/community,java,767,1344362024,,1347017365,44255,,false,false,false,22,4,0,8,45,109719,1265,0,0,612.4736827714435,16.3052889654481,49.53563193248207,936,amorgner,0,0,10,false,false
9667,neo4j/community,java,766,1344327195,1345545101,1345545103,20298,20298,false,false,false,22,3,0,28,44,109706,1841,0,95,612.081381145972,16.307221118261538,49.54150183216962,936,systay,109,0.7889908256880734,26,false,true
9656,neo4j/community,java,765,1344326909,1345545101,1345545102,20303,20303,false,false,false,22,1,0,20,44,109706,1731,0,27,612.081381145972,16.307221118261538,49.54150183216962,468,systay,108,0.7870370370370371,13,false,true
9602,neo4j/community,java,764,1344325114,1344326706,1344326706,26,26,false,false,false,22,1,0,20,44,109706,1731,0,0,612.081381145972,16.307221118261538,49.54150183216962,936,systay,107,0.7850467289719626,26,false,true
230964,neo4j/community,java,762,1343990920,,1347020625,50495,,false,false,false,22,2,1,5,44,109701,80,32,0,611.0062807084712,16.28061731433624,49.470834358848144,932,peterneubauer,43,0.6976744186046512,202,false,false
228663,neo4j/community,java,761,1343910876,1343996496,1343996496,1427,1427,false,false,false,22,1,0,2,43,109701,41,0,29,611.0062807084712,16.28061731433624,49.470834358848144,930,systay,106,0.7830188679245284,26,false,true
9659,neo4j/community,java,760,1343903303,,1344326937,7060,,false,false,false,22,3,0,9,43,109701,177,0,0,611.0062807084712,16.28061731433624,49.470834358848144,930,systay,105,0.7904761904761904,26,false,true
228259,neo4j/community,java,758,1343899549,1343899906,1343899906,5,5,false,false,false,22,1,0,1,43,109701,0,0,0,611.0062807084712,16.28061731433624,49.470834358848144,930,peterneubauer,42,0.6904761904761905,202,false,false
235629,neo4j/community,java,754,1343834043,1344244925,1344244925,6848,6848,false,false,false,22,1,0,10,43,109701,60,208,24,611.0062807084712,16.28061731433624,49.470834358848144,930,tinwelint,27,0.9259259259259259,24,false,false
67347,neo4j/community,java,752,1343814468,1347010327,1347010327,53264,53264,false,false,false,22,1,2,16,43,109701,98,43,38,611.0062807084712,16.28061731433624,49.470834358848144,930,digitalstain,17,0.8823529411764706,16,false,true
474047,neo4j/community,java,748,1343482990,1343546084,1343546084,1051,1051,false,false,false,22,1,0,3,43,109682,3,0,6,609.8357068616546,16.219616710125635,49.342645101292824,930,jotomo,5,0.4,2,false,false
474048,neo4j/community,java,746,1343482219,1343641993,1343641993,2662,2662,false,false,false,22,1,0,1,43,109682,2,0,0,609.8357068616546,16.219616710125635,49.342645101292824,930,jotomo,4,0.25,2,false,false
974732,neo4j/community,java,745,1343482029,,1343641891,2664,,false,false,false,22,1,0,1,43,109682,5,0,0,609.8357068616546,16.219616710125635,49.342645101292824,930,jotomo,3,0.3333333333333333,2,false,false
504929,neo4j/community,java,744,1343384208,1343721113,1343721114,5615,5615,false,false,false,22,1,0,6,43,109682,80,204,16,609.8357068616546,16.219616710125635,49.342645101292824,928,thobe,5,1.0,54,false,true
504930,neo4j/community,java,743,1343383808,1343413532,1343413532,495,495,false,false,false,22,1,0,3,43,109652,0,6,2,609.8839966439281,16.224054280815672,49.35614489475796,928,nawroth,38,0.8157894736842105,48,false,true
360202,neo4j/community,java,742,1343378001,,1347016819,60646,,false,false,false,22,5,0,9,43,109652,154,565,0,609.8839966439281,16.224054280815672,49.35614489475796,928,peterneubauer,41,0.7073170731707317,200,false,false
504931,neo4j/community,java,741,1343376888,1343376982,1343376982,1,1,false,false,false,22,1,0,1,43,109652,0,0,2,609.8839966439281,16.224054280815672,49.35614489475796,928,peterneubauer,40,0.7,200,false,false
504932,neo4j/community,java,734,1343248464,1343368406,1343368406,1999,1999,false,false,false,22,3,0,32,43,109638,320,0,66,609.9618745325525,16.226125978219233,49.36244732665681,926,nawroth,37,0.8108108108108109,48,false,true
504933,neo4j/community,java,733,1343219777,1343384050,1343384050,2737,2737,false,false,false,22,1,0,4,43,109652,217,35,3,609.8839966439281,16.224054280815672,49.35614489475796,924,thobe,4,1.0,54,false,true
65058,neo4j/community,java,731,1343116074,1343216426,1343216426,1672,1672,false,false,false,21,1,6,9,43,109607,578,127,22,610.371600353992,16.239838696433623,49.38553194595235,920,lassewesth,0,0,4,false,true
218496,neo4j/community,java,726,1342786394,,1343646131,14328,,false,false,false,22,1,7,19,43,109503,611,72,0,609.5632083139275,16.24613024300704,49.43243564103267,910,jakewins,45,0.6888888888888889,20,false,true
218493,neo4j/community,java,725,1342786300,,1342786316,0,,false,false,false,22,4,0,63,43,109503,656,94,0,609.5632083139275,16.24613024300704,49.43243564103267,910,jakewins,44,0.7045454545454546,20,false,true
218248,neo4j/community,java,724,1342776478,1342780639,1342780639,69,69,false,false,false,22,1,0,20,43,109505,449,0,158,609.3329071731885,16.236701520478515,49.42240080361628,455,systay,104,0.7884615384615384,13,false,true
218245,neo4j/community,java,723,1342776267,1342776287,1342776287,0,0,false,false,false,22,1,0,5,43,109505,144,0,62,609.3329071731885,16.236701520478515,49.42240080361628,910,systay,103,0.7864077669902912,26,false,true
216437,neo4j/community,java,721,1342701489,,1342786114,1410,,false,false,false,22,6,0,67,42,109503,828,94,0,609.5632083139275,16.24613024300704,49.43243564103267,910,jakewins,43,0.7209302325581395,20,false,true
216419,neo4j/community,java,720,1342701017,,1342701096,1,,false,false,false,22,4,0,62,42,109506,714,94,0,608.1949847496942,16.190893649663032,49.34889412452286,910,jakewins,42,0.7380952380952381,20,false,true
