pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,merged_using,conflict,forward_links,team_size,num_commits,num_comments,num_participants,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
2005079,jenkinsci/jenkins,java,864,1374274193,1374280429,1374280430,103,103,github,false,false,12,2,1,1,2,64,83571,3,0,1,309.85628986131553,10.56586614974094,32.73862942886887,2094,MarkEWaite,5,0.8,0,false,false
2005080,jenkinsci/jenkins,java,863,1374268866,1374280285,1374280285,190,190,github,false,false,12,1,0,0,1,64,83571,2,0,0,309.85628986131553,10.56586614974094,32.73862942886887,2094,MarkEWaite,4,0.75,0,false,false
2005081,jenkinsci/jenkins,java,862,1374268817,1374280393,1374280393,192,192,github,false,false,12,1,1,1,8,64,83571,16,8,24,309.85628986131553,10.56586614974094,32.73862942886887,4188,MarkEWaite,3,0.6666666666666666,0,false,false
2005082,jenkinsci/jenkins,java,861,1374268756,1374280345,1374280345,193,193,github,false,false,12,1,1,1,4,64,83571,8,0,8,309.85628986131553,10.56586614974094,32.73862942886887,2094,MarkEWaite,2,0.5,0,false,false
2005083,jenkinsci/jenkins,java,860,1374257533,1374264620,1374264621,118,118,github,false,false,12,5,1,1,16,64,83571,30,2,31,309.85628986131553,10.56586614974094,32.73862942886887,2094,MarkEWaite,1,0.0,0,false,false
2005084,jenkinsci/jenkins,java,859,1374247518,,1374256973,157,,unknown,false,false,12,0,2,2,0,65,83571,0,0,0,309.85628986131553,10.56586614974094,32.73862942886887,2094,MarkEWaite,0,0,0,false,false
1845775,jenkinsci/jenkins,java,857,1374188230,1374891416,1374891416,11719,11719,commit_sha_in_comments,false,false,12,1,1,2,2,64,83571,4,5,0,309.85628986131553,10.56586614974094,32.73862942886887,2094,LarryNorth,0,0,0,false,false
2005085,jenkinsci/jenkins,java,856,1374186696,1374217769,1374217769,517,517,github,false,false,12,1,1,1,1,64,83571,0,0,0,309.85628986131553,10.56586614974094,32.73862942886887,2094,pengwynn,0,0,525,false,false
1789149,jenkinsci/jenkins,java,854,1374129569,1374891487,1374891487,12698,12698,github,false,false,12,2,1,1,3,64,83570,0,76,6,309.62067727653465,10.55402656455666,32.703123130309926,2094,ikedam,6,0.16666666666666666,1,false,false
1783029,jenkinsci/jenkins,java,853,1374029651,1374029816,1374029816,2,2,github,false,false,12,1,0,1,1,63,83293,8,0,0,307.2286986901661,10.4450554068169,32.21159040975832,2094,jyrkiput,1,1.0,1,false,false
1780742,jenkinsci/jenkins,java,852,1373994256,1374027763,1374027763,558,558,github,false,false,12,1,1,1,1,63,83223,0,0,0,300.5058697715776,10.069331795296973,31.229347656296937,2094,emonty,2,0.5,28,false,false
1773868,jenkinsci/jenkins,java,851,1373896802,1374892293,1374892293,16591,16591,github,false,false,13,4,1,1,2,63,83225,160,0,4,300.27035145689393,10.057074196455392,31.20456593571643,2094,nfalco79,0,0,0,false,false
1772489,jenkinsci/jenkins,java,850,1373878354,1374028886,1374028886,2508,2508,github,false,false,13,1,1,1,1,63,83219,12,0,3,300.2920006248573,10.057799300640479,31.206815751210662,2094,lpetre,2,0.0,5,false,false
1769722,jenkinsci/jenkins,java,849,1373800792,1374029111,1374029111,3805,3805,github,false,false,13,1,1,1,1,63,83219,33,0,20,300.304017111477,10.057799300640479,31.218832237830302,2094,Vlatombe,25,0.56,4,false,false
1767510,jenkinsci/jenkins,java,848,1373714139,1375465490,1375465490,29189,29189,github,false,false,13,2,7,3,4,62,83206,35,117,14,300.25478931807805,10.059370718457803,31.19967310049756,2094,Vlatombe,24,0.5416666666666666,4,false,false
1765333,jenkinsci/jenkins,java,846,1373648113,1373786130,1373786130,2300,2300,commit_sha_in_comments,false,false,13,1,1,2,1,62,83206,0,0,0,300.25478931807805,10.059370718457803,31.19967310049756,2094,wsoula,0,0,0,false,false
1758875,jenkinsci/jenkins,java,845,1373544834,1373623486,1373623486,1310,1310,github,false,false,13,3,6,2,4,62,83203,14,32,138,299.9891830823408,10.047714625674555,31.12868526375251,2094,oldelvet,17,0.29411764705882354,3,false,true
1758203,jenkinsci/jenkins,java,844,1373536114,1374061923,1374061923,8763,8763,github,false,false,13,1,1,1,1,62,83203,0,0,1,299.9891830823408,10.047714625674555,31.12868526375251,2094,ssogabe,6,0.5,8,false,true
1756594,jenkinsci/jenkins,java,843,1373500434,1374086660,1374086660,9770,9770,github,false,false,13,1,4,4,1,62,83203,10,0,3,299.9891830823408,10.047714625674555,31.12868526375251,2094,russellbarnes,0,0,3,false,false
1763182,jenkinsci/jenkins,java,842,1373458074,1374029605,1374029605,9525,9525,github,false,false,13,1,1,1,1,62,83203,0,0,0,299.9891830823408,10.047714625674555,31.12868526375251,2094,olivergondza,15,0.5333333333333333,1,false,true
1752879,jenkinsci/jenkins,java,841,1373442623,1375378590,1375378590,32266,32266,fixes_in_commit,false,false,13,1,4,3,4,62,83198,17,24,0,300.00721171182,10.04831846919397,31.13055602298132,2094,olivergondza,14,0.5714285714285714,1,false,true
1712211,jenkinsci/jenkins,java,838,1373199994,,1374030633,13843,,unknown,false,false,13,1,3,4,3,62,83159,2,0,0,299.87133082408394,10.016955470845009,31.097055039141885,2094,orgads,0,0,0,false,false
1705306,jenkinsci/jenkins,java,837,1373109739,1374029245,1374029245,15325,15325,github,false,false,13,3,7,3,5,60,83159,91,47,29,299.87133082408394,10.016955470845009,31.097055039141885,2094,kutzi,18,0.5555555555555556,8,false,true
1695924,jenkinsci/jenkins,java,836,1372941929,,1373877934,15600,,unknown,false,false,14,1,1,1,1,59,83151,12,0,0,299.9362605380573,10.01791920722541,31.10004690262294,2094,lpetre,1,0.0,5,false,false
1695885,jenkinsci/jenkins,java,835,1372941202,,1372941564,6,,unknown,false,false,14,1,1,1,1,59,83151,11,0,0,299.9362605380573,10.01791920722541,31.10004690262294,2094,lpetre,0,0,5,false,false
1688426,jenkinsci/jenkins,java,834,1372853713,1373786460,1373786460,15545,15545,github,false,false,14,1,2,2,1,58,83151,5,0,7,299.9362605380573,10.01791920722541,31.10004690262294,2094,vjuranek,24,0.5,9,false,true
1687860,jenkinsci/jenkins,java,833,1372849309,1373991608,1373991608,19038,19038,github,false,false,14,1,4,4,1,58,83151,5,0,2,299.9362605380573,10.01791920722541,31.10004690262294,2094,bgloeckle,0,0,0,false,false
1686664,jenkinsci/jenkins,java,832,1372836195,1372836234,1372836234,0,0,github,false,false,14,1,0,1,2,58,83144,12,0,148,299.9615125565284,10.01876262869239,31.102665255460405,2094,stephenc,10,0.7,20,false,true
1683728,jenkinsci/jenkins,java,831,1372830999,1374029309,1374029309,19971,19971,github,false,false,14,2,6,2,2,58,83130,0,618,0,300.01202935161797,10.020449897750511,31.10790328401299,2094,lvotypko,35,0.5142857142857142,0,false,false
1664655,jenkinsci/jenkins,java,830,1372407416,1374029282,1374029282,27031,27031,github,false,false,14,1,1,1,1,56,82868,0,92,0,300.96056378819327,10.05213110006275,31.20625573200753,2094,lvotypko,34,0.5,0,false,false
1664304,jenkinsci/jenkins,java,829,1372401913,1374029318,1374029318,27123,27123,github,false,false,14,2,2,1,1,56,82868,0,591,0,300.96056378819327,10.05213110006275,31.20625573200753,2094,lvotypko,33,0.48484848484848486,0,false,false
1700187,jenkinsci/jenkins,java,828,1372280410,1374029411,1374029411,29150,29150,github,false,false,14,2,1,1,3,56,82689,6,0,0,301.5878774685871,10.073891327746134,31.273809091898556,2094,jkeroes,0,0,2,false,false
1845803,jenkinsci/jenkins,java,827,1372234635,1374892429,1374892429,44296,44296,github,true,false,13,1,4,2,3,56,82689,12,0,10,301.5878774685871,10.073891327746134,31.273809091898556,2094,lvotypko,32,0.46875,0,false,false
1644617,jenkinsci/jenkins,java,826,1372136200,1372152993,1372152993,279,279,github,false,true,13,1,1,2,1,56,82559,0,2,4,305.4663937305442,10.247217141680494,31.940793856514738,2094,lmwang,3,0.3333333333333333,0,false,false
1644386,jenkinsci/jenkins,java,825,1372131511,,1372135293,63,,unknown,false,true,13,1,1,2,1,56,82559,0,2,0,305.4663937305442,10.247217141680494,31.940793856514738,2094,lmwang,2,0.5,0,false,false
1636568,jenkinsci/jenkins,java,824,1372011879,,1372011915,0,,unknown,false,true,13,250,0,1,271,56,82539,5378,2139,92,305.54041119955417,10.249700141751172,31.94853342056483,2093,lvotypko,31,0.4838709677419355,0,false,false
1629628,jenkinsci/jenkins,java,822,1371817210,1374030301,1374030301,36884,36884,github,false,true,13,2,3,4,4,55,82536,56,0,1,305.5515169138315,10.250072695551033,31.949694678685663,2093,toomasr,1,0.0,9,false,false
1624068,jenkinsci/jenkins,java,821,1371729255,,1371811697,1374,,unknown,false,true,13,4,2,2,5,56,82489,163,0,0,305.70136624277177,10.255912909600069,31.967898750136385,2093,toomasr,0,0,9,false,false
1617665,jenkinsci/jenkins,java,820,1371635652,1371653118,1371653118,291,291,commit_sha_in_comments,false,true,13,1,3,3,6,57,82250,2,5,0,304.46200607902733,10.17629179331307,31.550151975683892,2093,jglick,22,0.5909090909090909,7,false,true
1613104,jenkinsci/jenkins,java,819,1371565867,1371594771,1371594771,481,481,github,false,true,13,2,9,3,2,58,82213,205,0,0,304.489557612543,10.180871638305376,31.564351136681545,2093,recampbell,20,0.9,6,false,false
1611787,jenkinsci/jenkins,java,818,1371550556,,1371742802,3204,,unknown,false,true,13,1,3,3,2,59,82213,12,0,0,304.489557612543,10.180871638305376,31.564351136681545,2093,stephenc,9,0.7777777777777778,20,false,true
1611439,jenkinsci/jenkins,java,817,1371545200,1371636731,1371636731,1525,1525,github,false,true,13,5,4,3,2,59,82213,10,33,0,304.489557612543,10.180871638305376,31.564351136681545,2093,tlantz,0,0,0,false,false
1608648,jenkinsci/jenkins,java,816,1371493860,1378206964,1378206964,111885,111885,commits_in_master,false,true,13,10,5,2,10,59,82199,168,0,0,304.5414177788051,10.18260562780569,31.569727125634135,2093,jglick,21,0.6190476190476191,7,false,true
1602457,jenkinsci/jenkins,java,815,1371368971,1371373270,1371373271,71,71,github,false,true,14,1,1,2,2,59,82201,2,3,6,304.35152857021205,10.170192576732642,31.581124317222418,2093,olivergondza,12,0.5833333333333334,1,false,true
1602055,jenkinsci/jenkins,java,814,1371348981,1371652136,1371652136,5052,5052,commit_sha_in_comments,false,true,14,3,2,3,3,59,82187,0,242,0,301.61704405806273,10.111088128292796,31.416160706681108,2093,ikedam,5,0.2,1,false,false
1601064,jenkinsci/jenkins,java,813,1371311951,1374029485,1374029485,45292,45292,github,false,true,14,1,5,3,1,60,82187,0,0,0,301.3006923236035,10.074586005085964,31.379658583474274,2093,fredg02,20,0.65,1,false,true
1600365,jenkinsci/jenkins,java,812,1371290977,1371291018,1371291018,0,0,github,false,true,14,1,0,1,1,60,82187,0,0,0,301.3006923236035,10.074586005085964,31.379658583474274,2093,bjkastel,0,0,1,false,false
1600122,jenkinsci/jenkins,java,811,1371282320,1371286605,1371286605,71,71,github,false,true,14,1,1,1,3,60,82185,0,0,1,301.3080245786944,10.07483117357182,31.38042221816633,4186,ericweikl,0,0,4,false,false
1598851,jenkinsci/jenkins,java,810,1371240215,1373093116,1373093116,30881,30881,github,false,true,14,2,3,2,1,61,82176,45,0,0,301.34102414330215,10.075934579439252,31.383859034267914,2093,kutzi,17,0.5294117647058824,7,false,true
1597663,jenkinsci/jenkins,java,809,1371223305,1374892169,1374892169,61147,61147,github,false,true,14,1,1,1,2,61,82164,0,0,0,301.38503480843195,10.07740616328319,31.388442626941238,2093,jbyers,0,0,0,false,false
1592990,jenkinsci/jenkins,java,807,1371146156,1371279637,1371279637,2224,2224,commit_sha_in_comments,false,true,14,1,2,2,1,62,82159,8,0,0,301.40337637994617,10.078019450090677,31.390352852395964,2093,kutzi,16,0.5625,7,false,true
1588940,jenkinsci/jenkins,java,805,1371085961,1371091715,1371091715,95,95,github,false,true,13,1,1,4,1,63,82051,47,0,0,301.7757248540542,10.091284688791117,31.40729546257815,2093,leachbj,0,0,0,false,false
1579688,jenkinsci/jenkins,java,804,1370944920,1371638224,1371638224,11555,11555,github,false,true,13,5,2,2,15,66,81908,23,0,147,301.42354837134343,10.194364408848951,31.364457684231088,4186,jglick,19,0.631578947368421,14,false,true
1579341,jenkinsci/jenkins,java,803,1370940044,1374029762,1374029762,51495,51495,github,false,true,13,6,3,2,15,66,81908,286,831,9,301.4479660106461,10.194364408848951,31.364457684231088,2093,olivergondza,11,0.5454545454545454,1,false,true
1574462,jenkinsci/jenkins,java,802,1370852312,1370948301,1370948301,1599,1599,github,false,true,13,1,2,2,1,69,81792,2,0,4,300.78736306729263,10.196596244131456,31.20109546165884,2093,Vlatombe,23,0.5217391304347826,4,false,false
1559118,jenkinsci/jenkins,java,801,1370535900,1370539503,1370539503,60,60,github,false,true,13,3,5,3,3,71,81536,38,0,17,301.04493720565154,10.191817111459969,31.274529042386188,4186,ddavison,0,0,0,false,false
1557984,jenkinsci/jenkins,java,800,1370505611,1370511361,1370511364,95,95,github,false,true,13,1,1,1,5,72,81526,13,0,15,301.0818634546034,10.193067242352134,31.278365184113046,2093,ndeloof,13,0.7692307692307693,42,false,true
