pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,git_merged,conflict,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
942600,vert-x/vert.x,java,503,1359617832,1359620763,1359620763,48,48,false,false,2,1,0,1,96,19163,0,0,1,552.1578041016543,48.27010384595314,7.044825966706674,3458,rhuss,0,0,26,false,false
836716,vert-x/vert.x,java,501,1358955966,,1363107371,69190,,false,false,2,1,0,1,95,19202,2,0,0,578.689719820852,53.11946672221644,7.030517654410999,3458,richfletcher,0,0,0,false,false
1251445,vert-x/vert.x,java,493,1358094354,,1366380588,138163,,false,false,1,2,1,4,93,18917,93,0,0,577.6814505471269,53.86689221335307,7.136438124438335,3456,jannehietamaki,5,0.8,66,false,false
911657,vert-x/vert.x,java,491,1357963078,,1363166280,86720,,false,false,1,1,0,1,93,18930,18,0,0,577.2847332276809,53.82989963021659,7.131537242472267,3456,winash,1,1.0,10,false,false
792134,vert-x/vert.x,java,490,1357828026,,1358065837,3963,,false,false,1,1,1,2,94,18930,37,0,0,577.2847332276809,53.82989963021659,7.131537242472267,3456,jannehietamaki,4,1.0,66,false,false
779012,vert-x/vert.x,java,487,1357553712,,1363105093,92523,,false,false,1,41,2,98,94,18930,17982,2611,0,577.2847332276809,53.82989963021659,7.131537242472267,3456,jdonnerstag,14,0.21428571428571427,2,false,false
1253437,vert-x/vert.x,java,482,1357235779,,1363188057,99204,,false,false,1,2,1,4,94,18826,100,0,10,577.3398491447997,53.914798682672895,7.17093381493679,1728,npahucki,6,0.3333333333333333,0,false,false
909506,vert-x/vert.x,java,481,1357143137,1357220497,1357220497,1289,1289,false,false,1,1,0,1,94,18845,2,0,3,576.59856725922,53.86044043512868,7.16370390023879,1728,winash,0,0,5,false,false
771564,vert-x/vert.x,java,479,1356795010,,1358156203,22686,,false,false,1,10,0,52,94,18902,853,5,0,574.2778541953232,53.3805946460692,7.142101364934927,3456,darylteo,2,1.0,0,false,false
771092,vert-x/vert.x,java,478,1356779664,,1363105415,105429,,false,false,1,13,1,48,94,18845,7373,1168,0,576.59856725922,53.86044043512868,7.16370390023879,3456,jdonnerstag,13,0.23076923076923078,2,false,false
764404,vert-x/vert.x,java,475,1356592427,,1356637806,756,,false,false,1,7,1,26,94,18845,2570,365,0,576.59856725922,53.86044043512868,7.16370390023879,1728,jdonnerstag,12,0.25,1,false,false
763069,vert-x/vert.x,java,474,1356544785,,1363105437,109344,,false,false,1,2,0,80,94,18845,8269,2226,0,576.59856725922,53.86044043512868,7.16370390023879,3456,jdonnerstag,11,0.2727272727272727,2,false,false
761998,vert-x/vert.x,java,473,1356269162,,1363105496,113938,,false,false,1,2,0,3,94,18845,88,0,0,576.59856725922,53.86044043512868,7.16370390023879,3456,jdonnerstag,10,0.3,2,false,false
900083,vert-x/vert.x,java,471,1356035190,,1356035384,3,,false,false,1,5,0,21,94,18845,983,142,0,576.59856725922,53.86044043512868,7.16370390023879,1727,npahucki,5,0.4,0,false,false
898565,vert-x/vert.x,java,469,1355989264,,1363105463,118603,,false,false,1,2,0,7,94,18845,465,237,0,576.59856725922,53.86044043512868,7.16370390023879,3454,jdonnerstag,9,0.3333333333333333,2,false,false
775868,vert-x/vert.x,java,468,1355974062,,1363164821,119845,,false,false,1,4,3,3,94,18845,65,5,0,576.59856725922,53.86044043512868,7.16370390023879,3454,webdevwilson,0,0,22,false,false
894455,vert-x/vert.x,java,463,1355845465,,1363105527,121001,,false,false,1,2,1,13,94,18847,1269,56,0,576.7496153233936,53.854724889902904,7.162943704568366,3454,jdonnerstag,8,0.375,2,false,false
760411,vert-x/vert.x,java,462,1355837577,,1363105560,121133,,false,false,1,3,0,22,94,18842,4116,1732,0,576.9026642606941,53.8690160280225,7.1648444963379685,1726,jdonnerstag,7,0.42857142857142855,1,false,false
760340,vert-x/vert.x,java,461,1355836080,1355845718,1355845718,160,160,false,false,1,1,0,4,94,18842,17,6,26,576.9026642606941,53.8690160280225,7.1648444963379685,3452,jdonnerstag,6,0.3333333333333333,2,false,false
756705,vert-x/vert.x,java,460,1355737978,,1363105601,122793,,false,false,1,1,4,8,92,18842,91,0,0,576.9026642606941,53.8690160280225,7.1648444963379685,3448,lpereir4,0,0,22,false,false
753797,vert-x/vert.x,java,459,1355593090,,1363169267,126269,,false,false,1,1,0,1,92,18842,0,0,0,576.9026642606941,53.8690160280225,7.1648444963379685,3442,jkransen,1,0.0,4,false,false
677650,vert-x/vert.x,java,453,1355330572,,1355473163,2376,,false,false,1,1,1,2,92,18818,18,0,0,577.2133064087576,53.83143798490807,7.1739823573174615,3436,jkransen,0,0,4,false,false
677649,vert-x/vert.x,java,451,1355253129,,1363189871,132279,,false,false,2,2,0,6,91,18818,151,0,11,577.2133064087576,53.83143798490807,7.1739823573174615,3434,darkredz,0,0,22,false,false
677653,vert-x/vert.x,java,449,1355176667,1355474208,1355474208,4959,4959,false,false,2,1,0,1,92,18818,4,0,0,577.2133064087576,53.83143798490807,7.1739823573174615,3428,bytor99999,0,0,4,false,false
609809,vert-x/vert.x,java,439,1354302531,1354697667,1354697667,6585,6585,false,false,2,7,11,31,93,18821,1616,767,133,576.9619042558843,53.82285744646937,7.172838850220498,3372,jdonnerstag,5,0.2,2,false,false
576256,vert-x/vert.x,java,432,1353781830,1354186168,1354186168,6738,6738,false,false,2,1,0,2,93,18790,0,42,6,578.0734433209153,53.91165513571049,7.184672698243746,1673,jdonnerstag,4,0.0,1,false,false
677648,vert-x/vert.x,java,430,1353591402,,1355486666,31587,,false,false,2,1,0,1,93,18790,127,0,2,578.0734433209153,53.91165513571049,7.184672698243746,1673,julien3,3,1.0,0,false,false
499042,vert-x/vert.x,java,427,1353340813,1353410641,1353410641,1163,1163,false,false,2,8,0,5,92,18684,128,153,119,566.0458146007279,53.842860201241706,7.064868336544637,1673,jenslaufer,1,1.0,0,false,false
494751,vert-x/vert.x,java,426,1353186817,1353323448,1353323448,2277,2277,false,false,2,2,0,6,92,18492,95,286,15,568.7324248323599,54.40190352584902,7.138221933809215,1673,jenslaufer,0,0,0,false,false
488340,vert-x/vert.x,java,424,1353025925,,1357216317,69839,,false,false,2,2,4,5,92,18492,47,8,8,568.7324248323599,54.40190352584902,7.138221933809215,1671,haughki,1,0.0,0,false,false
465615,vert-x/vert.x,java,421,1352556467,,1354546550,33168,,false,false,2,16,6,43,92,18492,947,261,115,568.7324248323599,54.40190352584902,7.138221933809215,1671,jdonnerstag,3,0.0,1,false,false
465217,vert-x/vert.x,java,420,1352539895,1353326142,1353326142,13104,13104,false,false,2,1,0,1,92,18492,19,0,3,568.7324248323599,54.40190352584902,7.138221933809215,1671,teropa,2,1.0,10,false,false
463023,vert-x/vert.x,java,419,1352471535,1352472426,1352472426,14,14,false,false,2,1,0,1,92,18492,39,0,0,568.7324248323599,54.40190352584902,7.138221933809215,1671,julien3,1,1.0,0,false,false
498484,vert-x/vert.x,java,414,1352055075,,1353332480,21290,,false,false,2,7,1,30,92,18489,618,261,54,568.5001893017469,54.35664449131916,7.08529395856996,1670,jdonnerstag,2,0.0,1,false,false
462074,vert-x/vert.x,java,413,1351912056,1352452265,1352452265,9003,9003,false,false,3,1,0,2,90,18489,2,9,7,568.5001893017469,54.35664449131916,7.08529395856996,1670,jasonparekh,0,0,0,false,false
677390,vert-x/vert.x,java,411,1351844996,1351846054,1351846054,17,17,false,false,3,3,0,2,90,18480,24,157,9,562.7164502164502,53.78787878787879,6.6558441558441555,1670,darylteo,1,1.0,0,false,false
677392,vert-x/vert.x,java,409,1351770942,1351787327,1351787327,273,273,false,false,3,1,2,3,90,18434,127,0,4,564.120646631225,53.92210046652924,6.672453075838125,1669,darylteo,0,0,0,false,false
677393,vert-x/vert.x,java,405,1351507090,1351693620,1351693620,3108,3108,false,false,3,1,0,23,77,18416,497,0,6,564.6720243266724,53.974804517810604,6.678974804517811,1669,jstrachan,0,0,81,false,false
677395,vert-x/vert.x,java,404,1351345907,1351592925,1351592925,4056,4056,false,false,3,1,1,1,78,18416,4,0,10,564.6720243266724,53.974804517810604,6.678974804517811,1669,teropa,1,1.0,10,false,false
677397,vert-x/vert.x,java,403,1351341001,1351586359,1351586359,4029,4029,false,false,3,2,0,32,78,18416,865,0,41,564.6720243266724,53.974804517810604,6.678974804517811,1669,pidster,18,0.6111111111111112,9,true,true
677399,vert-x/vert.x,java,397,1350848591,,1350978446,2164,,false,false,3,1,0,1,77,18362,1,0,0,566.3326435028864,54.13353665178085,6.698616708419562,1669,pplcf,0,0,0,false,false
677385,vert-x/vert.x,java,392,1350417559,,1363169022,212464,,false,false,3,1,6,3,79,18362,34,0,0,566.3326435028864,54.13353665178085,6.698616708419562,1667,haughki,0,0,0,false,false
677407,vert-x/vert.x,java,390,1350289970,1350314151,1350314152,403,403,false,false,3,1,0,1,82,18362,2,0,13,566.3326435028864,54.13353665178085,6.698616708419562,1666,blalor,5,0.8,9,false,false
677411,vert-x/vert.x,java,388,1350242460,1350457999,1350457999,3592,3592,false,false,3,1,0,2,82,18362,5,0,13,566.3326435028864,54.13353665178085,6.698616708419562,3330,blalor,4,0.75,18,false,false
677413,vert-x/vert.x,java,387,1350240877,1350314295,1350314295,1223,1223,false,false,3,1,0,2,82,18362,2,0,13,566.3326435028864,54.13353665178085,6.698616708419562,1665,blalor,3,0.6666666666666666,9,false,false
677414,vert-x/vert.x,java,385,1350097342,1350314362,1350314362,3617,3617,false,false,3,1,0,2,82,18362,11,0,3,566.3326435028864,54.13353665178085,6.698616708419562,1665,aaboyd,3,1.0,0,false,false
677387,vert-x/vert.x,java,383,1350042417,,1363188074,219034,,false,false,3,4,3,14,82,18362,902,354,14,566.3326435028864,54.13353665178085,6.698616708419562,1665,npahucki,4,0.5,0,false,false
555616,vert-x/vert.x,java,382,1350042142,,1363329396,221394,,false,false,3,3,9,9,82,18362,169,306,14,566.3326435028864,54.13353665178085,6.698616708419562,1665,npahucki,3,0.6666666666666666,0,false,false
513824,vert-x/vert.x,java,381,1350041751,1353490211,1353490211,57414,57414,false,false,3,2,3,6,82,18362,113,220,14,566.3326435028864,54.13353665178085,6.698616708419562,1665,npahucki,2,0.5,0,false,false
506073,vert-x/vert.x,java,380,1350041644,1353412906,1353412906,56127,56127,false,true,3,2,4,5,82,18362,59,126,11,566.3326435028864,54.13353665178085,6.698616708419562,1665,npahucki,1,0.0,0,false,false
677416,vert-x/vert.x,java,378,1349873959,,1349878652,78,,false,false,3,1,1,1,82,18319,1,0,0,567.1706970904526,54.26060374474589,6.714340302418255,3320,Narigo,8,0.375,0,false,false
677417,vert-x/vert.x,java,377,1349865518,1349936843,1349936843,1188,1188,false,false,3,3,3,2,82,18319,4,0,5,567.1706970904526,54.26060374474589,6.714340302418255,3320,julien3,0,0,0,false,false
677420,vert-x/vert.x,java,374,1349813281,1349856920,1349856920,727,727,false,false,3,1,2,31,81,18499,62,0,31,563.4899183739661,53.73263419644305,6.649008054489432,3310,philidem,0,0,0,false,false
677422,vert-x/vert.x,java,369,1349514414,1349690660,1349690660,2937,2937,false,false,3,1,0,1,82,18493,0,0,1,563.6727410371492,53.75006759314335,6.65116530579138,1647,teropa,0,0,10,false,false
677425,vert-x/vert.x,java,368,1349499838,1349942419,1349942419,7376,7376,false,false,3,3,4,1,82,18493,0,49,3,563.6727410371492,53.75006759314335,6.65116530579138,1647,aaboyd,2,1.0,0,false,false
422030,vert-x/vert.x,java,357,1347971746,1348824359,1348824359,14210,14210,false,false,3,1,0,2,86,18471,32,10,3,563.2071896486384,53.70580910616642,6.604948297330951,3250,blalor,2,0.5,12,false,false
421961,vert-x/vert.x,java,356,1347969894,1349336018,1349336018,22768,22768,false,false,3,2,2,2,86,18471,2,21,4,563.2071896486384,53.70580910616642,6.604948297330951,3250,blalor,1,0.0,12,false,false
363646,vert-x/vert.x,java,346,1347200496,1348815500,1348815500,26916,26916,false,false,2,1,3,1,83,18471,0,0,4,563.2071896486384,53.70580910616642,6.604948297330951,1615,tjcrowder,0,0,7,false,false
362878,vert-x/vert.x,java,344,1347141476,,1371482293,405680,,false,false,2,250,12,2164,83,18471,126820,455,1396,563.2071896486384,53.70580910616642,6.604948297330951,1613,jockm,0,0,2,false,false
343876,vert-x/vert.x,java,341,1346314327,,1346398207,1398,,false,false,3,1,3,3,80,18471,671,143,0,563.2071896486384,53.70580910616642,6.604948297330951,3206,ollin,0,0,2,false,false
339231,vert-x/vert.x,java,338,1346152581,,1347621973,24489,,false,false,3,1,0,1,78,18471,4,0,0,563.2071896486384,53.70580910616642,6.604948297330951,1600,isaiah,0,0,7,false,false
326280,vert-x/vert.x,java,336,1345993805,,1353491581,124902,,false,false,3,1,6,8,78,18471,2372,2577,0,563.2071896486384,53.70580910616642,6.604948297330951,3196,jdonnerstag,1,0.0,2,false,false
265130,vert-x/vert.x,java,333,1345763133,,1350040246,71285,,false,false,3,4,2,14,78,18471,902,354,24,563.2071896486384,53.70580910616642,6.604948297330951,1597,npahucki,0,0,0,false,false
258316,vert-x/vert.x,java,330,1345585091,1348818555,1348818555,53891,53891,false,false,3,1,1,1,77,18471,0,0,6,563.2071896486384,53.70580910616642,6.604948297330951,3190,Narigo,7,0.2857142857142857,0,false,false
256397,vert-x/vert.x,java,329,1345512820,1345528386,1345528386,259,259,false,false,3,1,0,44,77,18447,22349,0,65,564.0483547460292,53.77568168265843,6.613541497262427,1594,aaboyd,1,1.0,0,false,false
245813,vert-x/vert.x,java,324,1345035618,1345528861,1345528861,8220,8220,false,false,3,1,1,1,76,18455,5,0,1,563.7496613383906,53.752370631265244,6.610674613925766,3176,adamhathcock,1,1.0,2,false,false
240440,vert-x/vert.x,java,323,1344858526,1349848458,1349848458,83165,83165,false,false,3,1,1,1,76,18455,290,0,2,563.7496613383906,53.752370631265244,6.610674613925766,3170,kondi,0,0,10,false,false
237345,vert-x/vert.x,java,322,1344619864,1345529026,1345529026,15152,15152,false,false,3,1,1,1,76,18455,10,0,1,563.7496613383906,53.752370631265244,6.610674613925766,3170,dsklyut,1,1.0,12,false,false
444022,vert-x/vert.x,java,320,1344586665,,1348818692,70533,,false,false,3,13,3,60,76,18471,7966,43,0,563.2071896486384,53.70580910616642,6.604948297330951,3170,keesun,1,1.0,80,false,false
234387,vert-x/vert.x,java,318,1344169527,1344437801,1344437801,4471,4471,false,false,3,1,0,1,76,18449,2,0,5,563.9330044988889,53.76985202449997,6.612824543335682,3146,VladimirTechMan,1,1.0,6,false,false
231318,vert-x/vert.x,java,316,1344000863,,1348825194,80405,,false,false,3,11,2,61,76,18449,22306,0,0,563.9330044988889,53.76985202449997,6.612824543335682,3140,blalor,0,0,10,false,false
230887,vert-x/vert.x,java,315,1343988396,,1348818785,80506,,false,false,3,1,2,1,77,18449,5,0,5,563.9330044988889,53.76985202449997,6.612824543335682,3138,Narigo,5,0.4,0,false,false
228163,vert-x/vert.x,java,314,1343895302,,1348825233,82165,,false,false,3,13,3,16,77,18449,1901,0,0,563.9330044988889,53.76985202449997,6.612824543335682,3120,yole,0,0,52,false,false
227932,vert-x/vert.x,java,313,1343887627,1343888148,1343888148,8,8,false,false,3,10,0,11,77,18449,1317,0,0,563.9330044988889,53.76985202449997,6.612824543335682,3120,pidster,17,0.5882352941176471,14,false,true
227450,vert-x/vert.x,java,312,1343863239,,1349942689,101324,,false,false,3,2,3,3,77,18449,86,0,2,563.9330044988889,53.76985202449997,6.612824543335682,4680,machenmusik,0,0,0,false,false
677304,vert-x/vert.x,java,310,1343725810,,1343796562,1179,,false,false,3,5,0,10,79,18602,890,0,0,559.2946994946781,53.32759918288356,6.558434576927212,3108,pidster,16,0.625,14,false,true
677298,vert-x/vert.x,java,308,1343360760,1343461202,1343461202,1674,1674,false,false,3,3,0,1,79,18299,1078,0,75,556.861030657413,53.718782447128255,6.557735395376796,1546,aaboyd,0,0,0,false,false
13701,vert-x/vert.x,java,307,1343319652,,1344438420,18646,,false,false,3,3,10,2,79,18449,6,0,3,563.9330044988889,53.76985202449997,6.612824543335682,3090,tazsingh,0,0,36,false,false
677337,vert-x/vert.x,java,306,1343318370,,1350019487,111685,,false,false,3,23,3,60,79,18449,1713,0,0,563.9330044988889,53.76985202449997,6.612824543335682,4635,alextkachman,0,0,60,false,false
677303,vert-x/vert.x,java,305,1343316958,1343317680,1343317680,12,12,false,false,3,8,1,4,79,18285,0,0,6,557.2873940388297,53.7599124965819,6.562756357670222,3090,pidster,15,0.6,14,false,true
223961,vert-x/vert.x,java,300,1343109789,,1349938512,113812,,false,false,3,2,0,1,82,18449,6,0,2,563.9330044988889,53.76985202449997,6.612824543335682,4587,gyszalai,1,1.0,0,false,false
222421,vert-x/vert.x,java,299,1343046002,1343207601,1343207601,2693,2693,false,false,3,1,0,1,82,18196,3,0,1,558.9140470433063,54.022862167509345,6.594856012310398,3052,pledbrook,6,0.8333333333333334,262,false,false
216255,vert-x/vert.x,java,294,1342696549,1342888479,1342888479,3198,3198,false,false,3,2,0,1,81,18285,2,0,21,555.3732567678426,53.59584358764014,6.562756357670222,3038,dsklyut,0,0,12,false,false
215768,vert-x/vert.x,java,292,1342674036,,1343806143,18868,,false,false,3,6,1,16,81,18280,546,0,0,555.5251641137856,53.610503282275715,6.564551422319474,1517,pidster,14,0.6428571428571429,7,false,true
213906,vert-x/vert.x,java,291,1342603088,,1343208510,10090,,false,false,3,6,0,4,82,18280,4,0,0,555.5251641137856,53.610503282275715,6.564551422319474,3028,pidster,13,0.6923076923076923,14,false,true
213446,vert-x/vert.x,java,290,1342581915,1343018839,1343018839,7282,7282,false,false,3,2,0,1,81,18280,71,0,1,555.5251641137856,53.610503282275715,6.564551422319474,1514,jannehietamaki,3,1.0,32,false,false
207985,vert-x/vert.x,java,288,1342351016,1342440892,1342440892,1497,1497,false,false,3,1,0,1,79,18166,2,0,1,557.6351425740395,53.83683804910272,6.605746999889904,3014,gyszalai,0,0,0,false,false
206922,vert-x/vert.x,java,284,1342266724,1342322923,1342322924,936,936,false,false,3,2,0,1,79,18166,0,16,2,557.6351425740395,53.83683804910272,6.605746999889904,3006,gmokki,1,1.0,0,false,false
206768,vert-x/vert.x,java,282,1342257432,1342323025,1342323025,1093,1093,false,false,3,1,0,1,79,18166,0,0,1,557.6351425740395,53.83683804910272,6.605746999889904,3004,gmokki,0,0,0,false,false
205038,vert-x/vert.x,java,281,1342181797,1342442593,1342442593,4346,4346,false,false,3,1,0,1,78,18166,0,0,1,557.6351425740395,53.83683804910272,6.605746999889904,3000,lguzzon,0,0,2,false,false
202918,vert-x/vert.x,java,277,1342101191,1342441459,1342441459,5671,5671,false,false,3,1,0,3,78,18166,18,0,3,557.6351425740395,53.83683804910272,6.605746999889904,2994,randallr,0,0,0,false,false
209604,vert-x/vert.x,java,275,1342078616,1342444730,1342444730,6101,6101,false,false,3,2,3,4,77,18166,208,0,2,557.6351425740395,53.83683804910272,6.605746999889904,1496,jannehietamaki,2,1.0,32,false,false
677812,vert-x/vert.x,java,273,1342016387,1342021497,1342021497,85,85,false,false,3,1,0,1,76,18166,0,0,3,557.6351425740395,53.83683804910272,6.605746999889904,1496,diega,0,0,2,false,false
677324,vert-x/vert.x,java,264,1341588020,,1363171093,359657,,false,false,3,13,8,9,75,18449,694,0,0,563.9330044988889,53.76985202449997,6.612824543335682,1496,ashi009,2,1.0,0,false,false
677826,vert-x/vert.x,java,262,1341491156,1341492550,1341492550,23,23,false,false,3,1,1,1,74,28219,8,0,4,0.0,0.0,0.0,1496,aurelienmaury,1,0.0,7,false,false
