pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
1307438,SpoutDev/SpoutAPI,545,1364498094,1364498318,1364498318,3,3,12,1,0,1,17,41278,26,0,8,210.523765686322,9.932651775764331,317.2634333058772,163,Sleaker,36,0.75,12,false,false
1294693,SpoutDev/SpoutAPI,544,1364077054,1364080515,1364080515,57,57,13,1,0,5,17,41289,169,0,13,210.46767904284434,9.930005570490929,317.17890963694936,324,rocode,0,0,2,false,false
1252713,SpoutDev/SpoutAPI,542,1363180136,,1363181897,29,,15,1,0,1,17,41246,2,0,0,210.68709693061143,9.940357852882704,317.5095766862241,162,greatman,6,0.3333333333333333,4,false,false
1515508,SpoutDev/SpoutAPI,541,1362506161,1362509686,1362509686,58,58,14,1,0,1,18,41248,51,0,3,210.67688130333593,9.939875872769589,317.49418153607445,162,fr1zle,0,0,1,false,false
1212640,SpoutDev/SpoutAPI,540,1362179034,1362196784,1362196785,295,295,14,1,0,1,19,41276,1,0,2,210.60664793100105,9.933133055528636,317.278806085861,162,stewbasic,0,0,0,false,false
1161639,SpoutDev/SpoutAPI,539,1361049876,1361051256,1361051257,23,23,14,1,0,1,21,40400,50,0,2,203.34158415841583,9.554455445544555,307.05445544554453,324,DDoSQc,28,0.75,6,false,false
1161160,SpoutDev/SpoutAPI,538,1361035912,1361037189,1361037189,21,21,14,1,0,1,21,40400,2,0,10,203.34158415841583,9.554455445544555,307.05445544554453,162,Sleaker,34,0.7647058823529411,11,false,false
1159335,SpoutDev/SpoutAPI,537,1360969116,1360969216,1360969217,1,1,14,1,0,1,21,40398,4,0,2,203.35165107183522,9.554928461805039,307.06965691370857,162,Karang,35,0.8571428571428571,4,false,true
1151189,SpoutDev/SpoutAPI,536,1360788335,1360788389,1360788389,0,0,14,1,0,1,22,40387,14,0,3,203.40703691782008,9.55753088865229,307.1532919008592,324,Karang,34,0.8529411764705882,8,false,true
1151135,SpoutDev/SpoutAPI,535,1360787403,1360787822,1360787822,6,6,14,1,0,2,22,40383,23,0,8,203.42718470643587,9.558477577198326,307.18371592006537,324,DDoSQc,27,0.7407407407407407,6,false,false
1143695,SpoutDev/SpoutAPI,534,1360562939,1360605889,1360605889,715,715,14,1,0,2,23,40403,23,0,5,203.32648565700566,9.553746008959731,307.03165606514364,324,Sleaker,33,0.7575757575757576,20,false,false
1143485,SpoutDev/SpoutAPI,533,1360543507,1360546075,1360546075,42,42,14,1,0,2,23,40403,12,0,6,203.32648565700566,9.553746008959731,307.03165606514364,162,Grinch,0,0,0,false,false
1143305,SpoutDev/SpoutAPI,532,1360534802,1360610623,1360610623,1263,1263,14,1,0,2,23,40380,82,0,18,203.4422981674096,9.559187716691433,307.2065378900446,324,bergerkiller,106,0.9056603773584906,44,false,false
1141931,SpoutDev/SpoutAPI,531,1360432399,1360446429,1360446429,233,233,14,1,0,2,23,41067,15,0,11,204.64119609418753,9.667129325248984,309.0802834392578,324,Karang,33,0.8484848484848485,8,false,true
974822,SpoutDev/SpoutAPI,530,1360416479,1360421534,1360421534,84,84,14,1,0,10,22,41018,234,0,49,204.88565995416647,9.678677653713004,309.44950997123215,162,Karang,32,0.84375,4,false,true
974821,SpoutDev/SpoutAPI,529,1360354102,1360381166,1360381166,451,451,14,1,0,1,22,41017,12,0,7,204.8906550942292,9.678913621181461,309.4570543920813,324,Snaipe,11,0.9090909090909091,6,false,false
974820,SpoutDev/SpoutAPI,528,1360266137,1360268458,1360268458,38,38,14,1,0,1,22,40957,7,0,2,205.19080987377006,9.693092755817077,309.9103938276729,162,Sleaker,32,0.75,10,false,false
974819,SpoutDev/SpoutAPI,527,1360187229,1360187463,1360187463,3,3,14,1,0,1,22,40957,2,0,2,205.19080987377006,9.693092755817077,309.9103938276729,324,Karang,31,0.8387096774193549,8,false,true
974889,SpoutDev/SpoutAPI,526,1360180266,1360288768,1360288768,1808,1808,14,1,0,2,22,40957,80,0,8,205.19080987377006,9.693092755817077,309.9103938276729,324,Snaipe,10,0.9,6,false,false
961054,SpoutDev/SpoutAPI,525,1360090998,1360092661,1360092661,27,27,14,1,0,3,22,40846,228,0,6,205.74842089800717,9.719433971502719,310.7525828722519,162,Sleaker,31,0.7419354838709677,10,false,false
974260,SpoutDev/SpoutAPI,524,1359989947,1360001237,1360001237,188,188,14,1,0,5,22,40745,333,0,11,206.25843661798993,9.743526813105902,311.5228862437109,324,Karang,30,0.8333333333333334,8,false,true
974261,SpoutDev/SpoutAPI,523,1359910375,1359910507,1359910507,2,2,14,1,0,1,22,40745,6,0,1,206.25843661798993,9.743526813105902,311.5228862437109,324,Sleaker,30,0.7333333333333333,20,false,false
953494,SpoutDev/SpoutAPI,522,1359903530,1359903655,1359903655,2,2,14,1,0,1,22,40627,9,0,2,206.85750855342505,9.77182661776651,312.42769586728036,162,Karang,29,0.8275862068965517,4,false,true
953456,SpoutDev/SpoutAPI,521,1359901631,1359901747,1359901748,1,1,14,1,0,5,22,40631,26,0,30,206.8371440525707,9.770864610765178,312.3969382983436,324,Karang,28,0.8214285714285714,8,false,true
953236,SpoutDev/SpoutAPI,520,1359893327,1359894164,1359894165,13,13,14,1,0,2,22,40627,18,0,10,206.85750855342505,9.77182661776651,312.42769586728036,162,Karang,27,0.8148148148148148,4,false,true
952501,SpoutDev/SpoutAPI,519,1359852173,1359852228,1359852229,0,0,14,1,0,1,22,40624,5,0,1,206.87278456085073,9.772548247341472,312.4507680189051,324,Karang,26,0.8076923076923077,8,false,true
952361,SpoutDev/SpoutAPI,518,1359846953,1359847506,1359847506,9,9,14,1,0,2,22,40873,480,77,13,207.1538668558706,9.786411567538472,313.5566266239327,324,Karang,25,0.8,8,false,true
951950,SpoutDev/SpoutAPI,517,1359833506,1359903675,1359903676,1169,1169,14,1,0,1,21,40900,2,0,4,207.01711491442543,9.7799511002445,313.3496332518337,324,Sleaker,29,0.7241379310344828,20,false,false
951641,SpoutDev/SpoutAPI,516,1359823287,1359828118,1359828119,80,80,14,1,0,1,21,40904,8,0,3,206.99687072168982,9.778994719342851,313.31899080774497,324,Sleaker,28,0.7142857142857143,20,false,false
951745,SpoutDev/SpoutAPI,515,1359822117,1359828256,1359828257,102,102,14,1,0,15,21,40904,85,20,47,206.99687072168982,9.778994719342851,313.31899080774497,162,DDoSQc,26,0.7307692307692307,3,false,false
950124,SpoutDev/SpoutAPI,514,1359772560,1359772686,1359772686,2,2,14,1,0,8,21,40910,592,8,25,206.9665118552921,9.777560498655586,313.27303837692494,324,DDoSQc,25,0.72,6,false,false
948755,SpoutDev/SpoutAPI,513,1359744384,,1359748448,67,,14,1,0,1,21,40910,36,0,0,206.9665118552921,9.777560498655586,313.27303837692494,324,Alkaelis,4,1.0,0,false,false
945183,SpoutDev/SpoutAPI,512,1359660238,1360106901,1360106901,7444,7444,14,1,0,1,21,40910,15,0,6,206.9665118552921,9.777560498655586,313.27303837692494,324,XemsDoom,2,0.0,8,false,false
945118,SpoutDev/SpoutAPI,511,1359658760,,1359659007,4,,14,2,0,1,21,40910,15,0,0,206.9665118552921,9.777560498655586,313.27303837692494,324,XemsDoom,1,0.0,8,false,false
938234,SpoutDev/SpoutAPI,510,1359522771,,1359575214,874,,14,1,0,1,21,40995,4,0,0,205.34211489206,9.708501036711795,311.74533479692644,324,Sleaker,27,0.7407407407407407,20,false,false
935020,SpoutDev/SpoutAPI,509,1359449732,,1359477805,467,,14,1,0,1,21,40997,11,0,0,205.3320974705466,9.708027416640242,311.73012659462887,162,tenowg,0,0,3,false,false
929047,SpoutDev/SpoutAPI,508,1359253735,1359253995,1359253995,4,4,14,1,0,47,22,40961,4503,451,142,205.87876272551938,9.740973120773418,312.9806401210908,162,DDoSQc,24,0.7083333333333334,3,false,false
927618,SpoutDev/SpoutAPI,507,1359201308,1359212222,1359212222,181,181,14,1,0,1,22,40967,23,0,3,205.84860985671395,9.739546464227304,312.93480118143873,324,Alkaelis,3,1.0,0,false,false
945126,SpoutDev/SpoutAPI,506,1359199875,,1359659012,7652,,14,1,0,1,22,40967,7,0,0,205.84860985671395,9.739546464227304,312.93480118143873,324,XemsDoom,0,0,8,false,false
829198,SpoutDev/SpoutAPI,505,1358547221,1358783566,1358783566,3939,3939,14,1,0,3,24,40551,238,0,0,207.96034623067249,9.83946141895391,316.1451012305492,324,dredhorse,9,0.1111111111111111,6,false,false
974257,SpoutDev/SpoutAPI,504,1358345422,1358345605,1358345605,3,3,14,1,0,2,24,40533,212,0,3,208.05269780179114,9.843830952557175,316.2854957688796,162,bergerkiller,105,0.9047619047619048,21,false,false
919299,SpoutDev/SpoutAPI,503,1358281194,1358284635,1358284635,57,57,14,1,0,1,24,40529,12,0,5,207.43171556169656,9.844802487107996,316.2180167287621,324,DDoSQc,23,0.6956521739130435,6,false,false
913798,SpoutDev/SpoutAPI,502,1358095115,1358095289,1358095289,2,2,14,1,0,1,24,40537,6,0,9,207.3907787946814,9.842859609739252,316.155610923354,324,bergerkiller,104,0.9038461538461539,42,false,false
913773,SpoutDev/SpoutAPI,501,1358093890,1358093914,1358093914,0,0,14,1,0,1,24,40529,4,0,2,207.43171556169656,9.844802487107996,316.2180167287621,162,greatman,5,0.2,4,false,false
974258,SpoutDev/SpoutAPI,500,1358093423,1358093563,1358093563,2,2,14,1,0,1,24,40512,21,0,1,207.5187598736177,9.8489336492891,316.3507109004739,322,greatman,4,0.0,8,false,false
913734,SpoutDev/SpoutAPI,499,1358092469,1358092805,1358092805,5,5,14,1,0,11,23,40252,839,0,6,208.8591871211368,9.912550929146377,318.3941170625062,322,DDoSQc,22,0.6818181818181818,6,false,false
913442,SpoutDev/SpoutAPI,498,1358079635,1358080519,1358080519,14,14,13,1,0,1,23,40249,13,0,7,208.87475465228948,9.913289771174439,318.41784889065565,322,bergerkiller,103,0.9029126213592233,42,false,false
912269,SpoutDev/SpoutAPI,497,1358011064,1358011143,1358011143,1,1,13,1,0,2,23,40238,15,0,18,208.9318554600129,9.915999801182963,318.50489586957605,161,bergerkiller,102,0.9019607843137255,21,false,false
911403,SpoutDev/SpoutAPI,496,1357944271,1357947943,1357947943,61,61,13,1,0,1,23,40211,6,0,5,209.07214443808908,9.922657979159931,318.71875854865584,161,Sleaker,26,0.7307692307692307,10,false,false
910865,SpoutDev/SpoutAPI,495,1357933005,1357939582,1357939582,109,109,13,1,0,1,23,40201,593,0,4,209.12415114051888,9.925126240640779,318.79803984975496,161,Sleaker,25,0.72,10,false,false
785054,SpoutDev/SpoutAPI,494,1357682096,1357683811,1357683811,28,28,13,1,0,5,23,40241,185,0,43,208.84172858527373,9.91526055515519,318.40660023359266,322,bergerkiller,101,0.900990099009901,42,false,false
784597,SpoutDev/SpoutAPI,493,1357674628,1357925403,1357925404,4179,4179,13,1,6,4,23,40237,21,23,15,208.86248974824167,9.916246241021945,318.4382533489077,161,DDoSQc,21,0.6666666666666666,3,false,false
783973,SpoutDev/SpoutAPI,492,1357665116,1357665537,1357665537,7,7,13,1,0,1,23,40195,113,0,0,209.08073143425798,9.926607787038188,318.7709914168429,322,bergerkiller,100,0.9,42,false,false
974256,SpoutDev/SpoutAPI,491,1357240034,,1357329472,1490,,13,1,0,2,24,39447,135,0,0,204.40084163561235,9.912033868228255,312.165690673562,161,Wolf480pl,0,0,0,false,false
776026,SpoutDev/SpoutAPI,490,1357145670,1357152737,1357152737,117,117,11,1,0,1,24,39306,16,0,2,205.1340762224597,9.947590698621076,313.285503485473,160,bergerkiller,99,0.898989898989899,21,false,false
776027,SpoutDev/SpoutAPI,489,1357093809,1357139370,1357139370,759,759,11,1,0,1,24,39178,215,0,0,205.80427791107252,9.980090867323499,314.30905099800907,320,bergerkiller,98,0.8979591836734694,42,false,false
776028,SpoutDev/SpoutAPI,488,1357054180,1357058182,1357058182,66,66,11,1,0,7,24,38690,320,58,30,207.65055569914705,10.08012406306539,316.9294391315585,320,bergerkiller,97,0.8969072164948454,42,false,false
776029,SpoutDev/SpoutAPI,487,1356961674,1356982045,1356982045,339,339,11,2,0,6,23,38695,85,6,29,207.62372399534823,10.078821553172244,316.8884868846104,160,bergerkiller,96,0.8958333333333334,21,false,false
773747,SpoutDev/SpoutAPI,486,1356893572,,1358547778,27570,,11,1,0,2,23,38701,50,0,0,207.59153510245213,10.077258985555929,316.83935815612,160,dredhorse,8,0.125,3,false,false
772781,SpoutDev/SpoutAPI,485,1356848615,1357095766,1357095766,4119,4119,11,2,0,17,23,38664,1250,0,8,206.78150217256365,10.061038692323608,315.9010966273536,320,fullwall,1,1.0,20,false,false
770969,SpoutDev/SpoutAPI,484,1356774070,,1356909588,2258,,12,1,0,1,24,37736,6,0,0,211.38965444138225,10.308458766164934,323.0602077591689,320,thehutch,4,0.25,4,false,false
770957,SpoutDev/SpoutAPI,483,1356773582,,1357940303,19445,,12,1,5,1,24,37736,5,0,0,211.38965444138225,10.308458766164934,323.0602077591689,320,thehutch,3,0.3333333333333333,4,false,false
770819,SpoutDev/SpoutAPI,482,1356767925,1356842973,1356842974,1250,1250,12,2,0,20,24,37736,2403,0,0,211.38965444138225,10.308458766164934,323.0602077591689,320,fullwall,0,0,20,false,false
763961,SpoutDev/SpoutAPI,481,1356574331,1356632481,1356632482,969,969,12,3,1,5,24,37416,352,0,1,211.72760316442162,10.369895231986316,323.31088304468676,318,kitskub,14,0.7857142857142857,4,false,false
762216,SpoutDev/SpoutAPI,480,1356519235,1356541888,1356541888,377,377,12,1,0,1,24,37404,20,0,1,211.79552988985134,10.373222115281788,323.4146080633087,318,Alkaelis,2,1.0,0,false,false
776025,SpoutDev/SpoutAPI,479,1356395428,1356395606,1356395606,2,2,12,1,0,1,24,37356,7,0,1,211.82674804582933,10.359781561194989,323.5892493843024,318,Waterpicker,2,0.5,0,false,false
903744,SpoutDev/SpoutAPI,478,1356314296,,1356704382,6501,,12,1,0,1,24,37295,6,0,0,211.04705724627968,10.323099611207937,322.16114760691784,318,thehutch,2,0.5,4,false,false
776016,SpoutDev/SpoutAPI,477,1356236169,,1356296884,1011,,13,1,0,1,24,37265,83,0,0,211.2169596135784,10.33141017040118,322.42050181135113,318,Mattier,1,1.0,0,false,false
776017,SpoutDev/SpoutAPI,476,1356202687,,1359372819,52835,,13,1,0,1,25,37148,7,0,0,211.88220092602563,10.363949606977496,323.4359857865834,159,kitskub,13,0.8461538461538461,1,false,false
776018,SpoutDev/SpoutAPI,475,1356136662,1356136748,1356136748,1,1,13,1,0,3,24,37089,131,0,1,212.21925638329424,10.380436247944134,323.9504974520747,318,Mattier,0,0,0,false,false
776019,SpoutDev/SpoutAPI,474,1356065477,1356147312,1356147312,1363,1363,13,1,0,4,24,37124,35,0,12,212.01917896778363,10.370649714470423,323.64508134899256,318,kitskub,12,0.8333333333333334,2,false,false
760551,SpoutDev/SpoutAPI,473,1356048103,1356050683,1356050683,43,43,13,1,0,0,24,36878,66,0,2,213.43348337762353,10.439828624111938,325.8040023862465,318,Sleaker,24,0.7083333333333334,20,false,false
776020,SpoutDev/SpoutAPI,472,1356028041,1356034460,1356034461,107,106,13,1,0,1,24,36813,124,0,2,213.8103387390324,10.45826202700133,326.37926819330124,318,Sleaker,23,0.6956521739130435,20,false,false
776021,SpoutDev/SpoutAPI,471,1356021537,1356021963,1356021963,7,7,13,1,0,1,24,36801,177,0,1,213.88005760713025,10.461672237167468,326.485693323551,318,Sleaker,22,0.6818181818181818,20,false,false
776022,SpoutDev/SpoutAPI,470,1356019936,,1356020128,3,,13,1,0,1,24,36801,2,0,0,213.88005760713025,10.461672237167468,326.485693323551,318,greatman,3,0.0,8,false,false
742906,SpoutDev/SpoutAPI,469,1355962707,1356056305,1356056305,1559,1559,13,1,2,7,24,36865,84,0,17,213.5087481350875,10.4435101044351,325.91889325918896,159,kitskub,11,0.8181818181818182,1,false,false
760867,SpoutDev/SpoutAPI,468,1355954990,,1356058141,1719,,13,1,0,10,24,36801,474,0,0,213.88005760713025,10.461672237167468,326.485693323551,159,dredhorse,7,0.14285714285714285,3,false,false
776023,SpoutDev/SpoutAPI,467,1355874959,,1355949987,1250,,11,1,0,21,24,36795,536,0,0,213.9149340943063,10.46337817638266,326.53893192009787,318,dredhorse,6,0.16666666666666666,6,false,false
754366,SpoutDev/SpoutAPI,466,1355618647,1355621453,1355621453,46,46,11,1,0,2,25,36614,12,6,1,214.97241492325338,10.515103512317694,328.1531654558366,316,bergerkiller,95,0.8947368421052632,38,false,false
679080,SpoutDev/SpoutAPI,465,1355510242,1355843402,1355843402,5552,5552,13,1,2,2,25,36631,86,0,0,214.87264884933526,10.510223581119817,328.0008735770249,316,dredhorse,5,0.0,4,false,false
776011,SpoutDev/SpoutAPI,464,1355261844,1356285097,1356285097,17054,17054,13,2,1,3,25,36122,30,0,0,217.9004484801506,10.658324566746026,332.62277836221693,156,Karang,24,0.8333333333333334,4,false,true
776013,SpoutDev/SpoutAPI,463,1355249603,,1355254663,84,,13,1,0,3,25,36122,88,0,0,217.9004484801506,10.658324566746026,332.62277836221693,312,DDoSQc,20,0.7,6,false,false
890841,SpoutDev/SpoutAPI,462,1355150595,1355801589,1355801590,10849,10849,12,1,4,1,26,36062,62,0,5,218.26299151461373,10.676057900282846,333.17619655038544,310,thehutch,1,0.0,4,false,false
890805,SpoutDev/SpoutAPI,461,1355149314,,1355251942,1710,,12,1,0,1,25,36062,2,0,0,218.26299151461373,10.676057900282846,333.17619655038544,310,thehutch,0,0,4,false,false
776015,SpoutDev/SpoutAPI,460,1355144105,1355164686,1355164686,343,343,12,1,0,1,25,36062,77,0,5,218.26299151461373,10.676057900282846,333.17619655038544,155,L5D,36,0.8888888888888888,1,false,true
738729,SpoutDev/SpoutAPI,459,1355066280,1355066464,1355066464,3,3,12,1,0,1,25,36182,10,0,1,217.53910784367918,10.640650046984689,332.07119562213256,310,Karang,23,0.8260869565217391,8,false,true
733422,SpoutDev/SpoutAPI,458,1355011684,1355011715,1355011715,0,0,11,1,0,1,25,36138,3,0,3,217.80397365653883,10.653605622890034,332.4755105429188,308,L5D,35,0.8857142857142857,2,false,true
635267,SpoutDev/SpoutAPI,457,1355011096,1355011101,1355011101,0,0,10,1,0,1,25,36138,2,0,15,217.80397365653883,10.653605622890034,332.4755105429188,154,L5D,34,0.8823529411764706,1,false,true
889829,SpoutDev/SpoutAPI,456,1355003949,1355005752,1355005752,30,30,10,1,0,5,25,36100,148,0,2,218.03324099722994,10.664819944598337,332.8254847645429,308,W1ndwaker,57,0.8421052631578947,12,false,true
723882,SpoutDev/SpoutAPI,455,1354916605,1354916652,1354916652,0,0,10,1,0,1,25,36067,78,0,1,218.23273352371976,10.674577868966091,333.1300080405911,154,md-5,0,0,47,false,false
699288,SpoutDev/SpoutAPI,454,1354810865,1354891639,1354891639,1346,1346,10,1,0,8,24,35984,451,0,27,218.7361049355269,10.699199644286349,333.8983992885727,308,L5D,33,0.8787878787878788,2,false,true
699139,SpoutDev/SpoutAPI,453,1354810628,1354811032,1354811032,6,6,10,1,0,1,24,35961,17,0,7,218.8760045604961,10.706042657323211,334.1119546175023,308,Karang,22,0.8181818181818182,8,false,true
679316,SpoutDev/SpoutAPI,452,1354744103,1354744160,1354744160,0,0,10,2,0,8,23,35952,339,0,15,218.9307966177125,10.708722741433021,334.19559412550063,308,L5D,32,0.875,2,false,true
674045,SpoutDev/SpoutAPI,451,1354730721,1354730758,1354730758,0,0,10,1,0,1,23,35959,6,0,1,218.88817820295336,10.70663811563169,334.13053755666175,308,Karang,21,0.8095238095238095,8,false,true
663693,SpoutDev/SpoutAPI,450,1354647348,1354659953,1354659953,210,210,10,1,0,3,23,35840,115,0,11,219.61495535714283,10.7421875,335.23995535714283,154,Karang,20,0.8,3,false,true
655592,SpoutDev/SpoutAPI,449,1354614299,1354614351,1354614351,0,0,10,1,0,3,23,35808,45,0,5,219.81121537086685,10.751787310098301,335.5395442359249,308,L5D,31,0.8709677419354839,2,false,true
654437,SpoutDev/SpoutAPI,448,1354608757,1354611983,1354611983,53,53,10,1,0,1,22,35812,55,0,3,219.78666368814922,10.75058639562158,335.50206634647606,154,L5D,30,0.8666666666666667,1,false,true
648749,SpoutDev/SpoutAPI,447,1354571741,1354571839,1354571839,1,1,10,1,0,4,22,35819,176,0,4,219.7437114380636,10.748485440687903,335.4365001814679,308,L5D,29,0.8620689655172413,2,false,true
630966,SpoutDev/SpoutAPI,446,1354472483,1354482148,1354482148,161,161,11,1,0,1,22,35800,12,0,3,219.86033519553072,10.75418994413408,335.6145251396648,308,L5D,28,0.8571428571428571,2,false,true
776010,SpoutDev/SpoutAPI,445,1354289866,1354318694,1354318694,480,480,11,1,0,1,25,35793,2,0,2,219.9033330539491,10.756293129941607,335.6801609253206,308,L5D,27,0.8518518518518519,2,false,true
776000,SpoutDev/SpoutAPI,444,1354049033,1354108553,1354108553,992,992,11,1,0,2,32,35789,9,0,3,219.92791081058428,10.757495319790998,335.71767861633464,308,Snaipe,9,0.8888888888888888,6,false,false
776001,SpoutDev/SpoutAPI,443,1353840512,1353859119,1353859119,310,310,11,1,0,3,32,35766,32,0,27,220.0693395962646,10.764413129788066,335.9335681932561,154,L5D,26,0.8461538461538461,1,false,true
575199,SpoutDev/SpoutAPI,442,1353801527,1353811875,1353811875,172,172,11,1,0,3,32,35776,24,0,3,220.00782647584973,10.761404293381037,335.83966905187833,154,W1ndwaker,56,0.8392857142857143,5,false,true
776002,SpoutDev/SpoutAPI,441,1353761135,,1353766708,92,,11,1,0,1,32,35641,6,0,0,220.84116607278133,10.802166044723773,337.1117533178081,154,Karang,19,0.8421052631578947,3,false,true
